Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Luguentz Dort,OKC,CHA,W,21.9,1,4,0.25,1,2,0.5,0,0,0.0,1,3,4,1,0,1,1,2,3,1.8000000000000007,2025-11-15
Max Christie,DAL,POR,W,28.316666666666666,4,7,0.571,3,6,0.5,3,4,0.75,0,4,4,4,1,0,1,0,14,14.299999999999997,2025-11-16
Jabari Smith Jr.,HOU,ORL,W,43.156666666666666,4,9,0.444,2,4,0.5,0,0,0.0,1,9,10,0,1,1,1,6,10,6.999999999999998,2025-11-16
Toumani Camara,POR,DAL,L,40.516666666666666,5,13,0.385,1,7,0.143,0,0,0.0,4,6,10,3,1,0,2,4,11,8.0,2025-11-16
Keldon Johnson,SAS,SAC,W,22.816666666666666,7,11,0.636,0,4,0.0,0,0,0.0,2,10,12,1,0,0,0,3,14,13.0,2025-11-16
Brandin Podziemski,GSW,NOP,W,25.783333333333335,8,13,0.615,3,7,0.429,0,0,0.0,0,3,3,3,0,0,0,1,19,15.700000000000001,2025-11-16
Brice Sensabaugh,UTA,CHI,W,27.82,5,9,0.556,4,7,0.571,2,2,1.0,3,3,6,1,1,0,0,4,16,14.799999999999999,2025-11-16
CJ McCollum,WAS,BKN,L,32.15,6,12,0.5,3,7,0.429,2,2,1.0,1,1,2,3,2,0,1,3,17,13.900000000000002,2025-11-16
Zaccharie Risacher,ATL,PHX,W,26.1,6,13,0.462,3,8,0.375,0,0,0.0,0,3,3,4,2,0,1,1,15,12.6,2025-11-16
Klay Thompson,DAL,POR,W,25.666666666666668,7,16,0.438,5,11,0.455,0,0,0.0,1,2,3,2,0,1,1,2,19,12.2,2025-11-16
Anthony Black,ORL,HOU,L,35.77166666666667,7,14,0.5,1,5,0.2,3,5,0.6,0,3,3,4,1,1,2,5,18,11.600000000000001,2025-11-16
Devin Vassell,SAS,SAC,W,33.9,6,14,0.429,0,4,0.0,4,4,1.0,0,3,3,7,2,0,1,1,16,14.999999999999998,2025-11-16
Neemias Queta,BOS,LAC,W,33.458333333333336,7,16,0.438,0,0,0.0,0,1,0.0,6,3,9,3,1,1,0,2,14,13.299999999999999,2025-11-16
Tristan da Silva,ORL,HOU,L,40.37166666666667,5,10,0.5,2,6,0.333,1,2,0.5,1,5,6,2,3,1,0,1,13,14.499999999999998,2025-11-16
Luke Kornet,SAS,SAC,W,27.633333333333333,5,5,1.0,0,0,0.0,3,4,0.75,4,7,11,1,0,3,2,2,13,15.999999999999996,2025-11-16
Harrison Barnes,SAS,SAC,W,30.2,7,11,0.636,3,6,0.5,3,4,0.75,0,2,2,3,2,0,0,0,20,19.4,2025-11-16
Derik Queen,NOP,GSW,L,24.566666666666666,2,4,0.5,0,0,0.0,5,6,0.833,0,7,7,6,0,2,1,2,9,12.5,2025-11-16
Draymond Green,GSW,NOP,W,24.783333333333335,3,13,0.231,2,5,0.4,0,0,0.0,4,6,10,6,2,1,5,4,8,4.999999999999998,2025-11-16
Reed Sheppard,HOU,ORL,W,28.765,6,11,0.545,2,4,0.5,2,2,1.0,0,7,7,2,1,0,0,4,16,13.6,2025-11-16
Brandon Williams,DAL,POR,W,30.733333333333334,5,10,0.5,0,1,0.0,5,6,0.833,1,2,3,6,1,0,1,1,15,14.699999999999998,2025-11-16
Khris Middleton,WAS,BKN,L,27.366666666666667,4,7,0.571,1,3,0.333,5,5,1.0,0,5,5,2,1,0,1,2,14,12.799999999999999,2025-11-16
Jordan Goodwin,PHX,ATL,L,21.766666666666666,6,9,0.667,1,2,0.5,1,1,1.0,3,4,7,2,1,0,1,1,14,14.399999999999997,2025-11-16
Jusuf Nurkić,UTA,CHI,W,38.03666666666667,2,6,0.333,0,1,0.0,1,2,0.5,3,11,14,5,3,1,1,4,5,11.2,2025-11-16
Bilal Coulibaly,WAS,BKN,L,27.578333333333333,2,6,0.333,0,0,0.0,2,2,1.0,0,3,3,4,2,2,0,1,6,9.3,2025-11-16
Terance Mann,BKN,WAS,W,29.116666666666667,2,8,0.25,2,5,0.4,4,4,1.0,2,5,7,3,0,0,2,2,10,7.4,2025-11-16
D'Angelo Russell,DAL,POR,W,22.266666666666666,4,11,0.364,1,4,0.25,3,4,0.75,0,2,2,7,0,0,2,0,12,9.0,2025-11-16
Malik Monk,SAC,SAS,L,28.133333333333333,5,17,0.294,2,7,0.286,4,4,1.0,0,2,2,1,1,0,1,1,16,7.0,2025-11-16
Kobe Sanders,LAC,BOS,L,22.623333333333335,4,7,0.571,2,3,0.667,1,1,1.0,4,2,6,2,1,0,1,1,11,12.1,2025-11-16
Jalen Smith,CHI,UTA,L,16.6,3,8,0.375,2,7,0.286,0,0,0.0,3,5,8,3,0,1,1,2,8,8.199999999999998,2025-11-16
Buddy Hield,GSW,NOP,W,19.845,4,8,0.5,3,6,0.5,0,0,0.0,0,2,2,2,3,0,1,1,11,10.6,2025-11-16
Kevin Love,UTA,CHI,W,18.44333333333333,3,8,0.375,2,6,0.333,2,2,1.0,1,7,8,2,0,1,0,0,10,10.5,2025-11-16
Amen Thompson,HOU,ORL,W,38.79333333333334,4,13,0.308,0,1,0.0,4,4,1.0,2,8,10,2,0,0,1,2,12,7.9,2025-11-16
Jose Alvarado,NOP,GSW,L,25.233333333333334,6,12,0.5,3,8,0.375,3,3,1.0,0,1,1,3,0,0,4,0,18,10.4,2025-11-16
Noah Clowney,BKN,WAS,W,29.733333333333334,4,6,0.667,4,6,0.667,0,4,0.0,0,4,4,1,1,1,1,2,12,9.599999999999998,2025-11-16
Jeremiah Fears,NOP,GSW,L,25.15,7,14,0.5,0,0,0.0,3,4,0.75,2,3,5,1,0,1,4,2,17,8.5,2025-11-16
Saddiq Bey,NOP,GSW,L,28.783333333333335,4,10,0.4,2,5,0.4,1,2,0.5,3,4,7,1,2,0,2,1,11,8.799999999999997,2025-11-16
Naji Marshall,DAL,POR,W,27.063333333333333,3,6,0.5,0,2,0.0,3,6,0.5,3,6,9,3,2,0,2,1,9,10.399999999999999,2025-11-16
Jordan Walsh,BOS,LAC,W,33.215,2,5,0.4,0,1,0.0,2,2,1.0,2,6,8,3,3,1,0,5,6,10.299999999999999,2025-11-16
Ayo Dosunmu,CHI,UTA,L,25.811666666666667,6,10,0.6,2,4,0.5,4,4,1.0,0,1,1,5,0,0,3,3,18,13.0,2025-11-16
Ryan Dunn,PHX,ATL,L,23.93166666666667,4,9,0.444,2,4,0.5,2,2,1.0,3,1,4,4,2,0,1,4,12,11.9,2025-11-16
Matas Buzelis,CHI,UTA,L,33.23166666666667,7,13,0.538,2,5,0.4,2,3,0.667,2,4,6,1,1,2,0,6,18,14.6,2025-11-16
Jalen Johnson,ATL,PHX,W,39.45,9,13,0.692,2,3,0.667,5,6,0.833,2,8,10,7,1,0,5,1,25,23.4,2025-11-16
Ivica Zubac,LAC,BOS,L,33.62833333333333,6,10,0.6,0,0,0.0,4,4,1.0,2,10,12,2,1,1,1,4,16,16.299999999999994,2025-11-16
Kyshawn George,WAS,BKN,L,31.733333333333334,9,16,0.563,5,10,0.5,6,7,0.857,0,6,6,5,0,0,4,6,29,19.900000000000006,2025-11-16
Franz Wagner,ORL,HOU,L,42.833333333333336,8,21,0.381,3,8,0.375,10,13,0.769,0,5,5,4,2,0,2,2,29,19.800000000000004,2025-11-16
Derrick White,BOS,LAC,W,38.86666666666667,7,17,0.412,4,8,0.5,4,4,1.0,2,5,7,9,0,2,1,2,22,21.7,2025-11-16
Onyeka Okongwu,ATL,PHX,W,37.18333333333333,9,15,0.6,3,9,0.333,6,6,1.0,0,4,4,5,2,2,2,3,27,25.0,2025-11-16
De'Aaron Fox,SAS,SAC,W,34.56666666666667,11,20,0.55,4,8,0.5,2,2,1.0,0,2,2,11,1,0,2,1,28,25.3,2025-11-16
Deni Avdija,POR,DAL,L,39.11666666666667,10,20,0.5,2,7,0.286,7,7,1.0,2,4,6,7,0,2,4,6,29,21.499999999999993,2025-11-16
Kevin Durant,HOU,ORL,W,45.083333333333336,13,24,0.542,2,8,0.25,7,7,1.0,0,5,5,6,0,1,5,2,35,24.000000000000004,2025-11-16
Dillon Brooks,PHX,ATL,L,35.531666666666666,14,25,0.56,3,7,0.429,3,3,1.0,1,5,6,1,3,0,3,5,34,23.0,2025-11-16
Shaedon Sharpe,POR,DAL,L,38.51,12,32,0.375,3,9,0.333,9,11,0.818,2,2,4,6,1,0,3,5,36,19.799999999999997,2025-11-16
Moses Moody,GSW,NOP,W,33.06666666666667,10,16,0.625,8,12,0.667,4,5,0.8,1,3,4,0,3,1,1,2,32,27.9,2025-11-16
Keyonte George,UTA,CHI,W,43.96666666666667,10,27,0.37,3,10,0.3,10,10,1.0,0,2,2,6,4,0,4,2,33,22.1,2025-11-16
Michael Porter Jr.,BKN,WAS,W,33.93333333333333,11,18,0.611,3,8,0.375,9,10,0.9,0,9,9,7,0,0,2,2,34,30.200000000000003,2025-11-16
Alperen Sengun,HOU,ORL,W,44.595,11,31,0.355,0,1,0.0,8,10,0.8,8,4,12,8,0,2,5,5,30,18.699999999999996,2025-11-16
Jaylen Brown,BOS,LAC,W,38.61666666666667,14,33,0.424,1,7,0.143,4,7,0.571,3,10,13,3,2,1,1,1,33,22.800000000000008,2025-11-16
James Harden,LAC,BOS,L,37.81666666666667,9,22,0.409,5,11,0.455,14,15,0.933,1,6,7,8,1,0,3,3,37,29.700000000000003,2025-11-16
Josh Giddey,CHI,UTA,L,42.3,9,21,0.429,2,7,0.286,6,7,0.857,2,11,13,13,2,2,6,2,26,24.900000000000002,2025-11-16
Yves Missi,NOP,GSW,L,24.75,4,8,0.5,0,0,0.0,0,2,0.0,6,1,7,2,1,1,1,1,8,9.399999999999999,2025-11-16
Nikola Vučević,CHI,UTA,L,41.4,8,17,0.471,3,8,0.375,2,2,1.0,0,12,12,2,0,3,0,3,21,18.2,2025-11-16
Coby White,CHI,UTA,L,30.32,5,14,0.357,3,8,0.375,14,14,1.0,0,4,4,8,1,0,3,3,27,22.8,2025-11-16
Payton Pritchard,BOS,LAC,W,33.083333333333336,10,16,0.625,8,13,0.615,2,2,1.0,1,2,3,2,0,0,0,1,30,25.1,2025-11-16
Domantas Sabonis,SAC,SAS,L,36.18333333333333,7,14,0.5,0,1,0.0,3,4,0.75,3,10,13,5,3,0,3,3,17,17.000000000000004,2025-11-16
Tyrese Martin,BKN,WAS,W,26.016666666666666,8,12,0.667,3,6,0.5,1,1,1.0,2,0,2,4,1,2,2,1,20,19.0,2025-11-16
Collin Gillespie,PHX,ATL,L,31.85,5,13,0.385,1,3,0.333,4,4,1.0,3,5,8,7,2,0,2,2,15,15.599999999999998,2025-11-16
Wendell Carter Jr.,ORL,HOU,L,37.42,5,11,0.455,2,4,0.5,3,4,0.75,2,4,6,2,1,4,1,6,15,13.299999999999999,2025-11-16
Donovan Clingan,POR,DAL,L,27.905,6,11,0.545,2,6,0.333,2,2,1.0,7,4,11,2,0,2,0,4,16,17.999999999999993,2025-11-16
Daniel Gafford,DAL,POR,W,31.185,6,8,0.75,0,0,0.0,8,10,0.8,3,3,6,2,1,3,0,4,20,21.89999999999999,2025-11-16
Dyson Daniels,ATL,PHX,W,36.653333333333336,5,6,0.833,0,1,0.0,1,1,1.0,4,3,7,12,3,0,4,4,11,18.299999999999997,2025-11-16
P.J. Washington,DAL,POR,W,38.333333333333336,7,16,0.438,5,7,0.714,2,4,0.5,1,6,7,2,1,0,5,1,21,11.3,2025-11-16
Jerami Grant,POR,DAL,L,39.38333333333333,7,20,0.35,4,9,0.444,8,10,0.8,2,3,5,2,0,0,1,4,26,15.099999999999998,2025-11-16
Isaiah Collier,UTA,CHI,W,36.5,4,6,0.667,0,0,0.0,8,11,0.727,0,4,4,9,2,0,3,3,16,17.500000000000004,2025-11-16
Russell Westbrook,SAC,SAS,L,34.68333333333333,4,11,0.364,3,6,0.5,3,6,0.5,1,8,9,7,2,0,5,2,14,10.899999999999999,2025-11-16
DeMar DeRozan,SAC,SAS,L,39.06666666666667,12,15,0.8,1,1,1.0,2,2,1.0,1,1,2,4,2,0,1,4,27,24.5,2025-11-16
Jimmy Butler III,GSW,NOP,W,31.25,6,8,0.75,1,1,1.0,5,5,1.0,1,2,3,10,3,0,6,2,18,19.299999999999997,2025-11-16
Nickeil Alexander-Walker,ATL,PHX,W,35.266666666666666,9,18,0.5,3,9,0.333,5,7,0.714,1,2,3,4,2,0,2,2,26,19.5,2025-11-16
Dennis Schröder,SAC,SAS,L,35.21666666666667,8,13,0.615,5,8,0.625,1,1,1.0,0,6,6,5,1,0,0,3,22,21.200000000000003,2025-11-16
Desmond Bane,ORL,HOU,L,44.25,9,20,0.45,2,7,0.286,6,6,1.0,2,2,4,4,1,1,3,3,26,17.900000000000002,2025-11-16
Devin Booker,PHX,ATL,L,37.6,10,23,0.435,0,6,0.0,7,7,1.0,1,1,2,7,1,1,5,4,27,15.899999999999999,2025-11-16
Nic Claxton,BKN,WAS,W,30.183333333333334,5,7,0.714,0,0,0.0,7,9,0.778,1,7,8,7,0,4,2,2,17,21.0,2025-11-16
Cooper Flagg,DAL,POR,W,37.1,9,16,0.563,1,3,0.333,2,3,0.667,2,6,8,5,1,2,0,3,21,20.900000000000002,2025-11-16
Trey Murphy III,NOP,GSW,L,31.155,6,13,0.462,2,6,0.333,6,6,1.0,1,7,8,2,3,0,5,3,20,14.299999999999997,2025-11-16
Kris Murray,POR,DAL,L,32.223333333333336,2,2,1.0,2,2,1.0,0,0,0.0,2,3,5,2,3,0,0,2,6,11.3,2025-11-16
Lauri Markkanen,UTA,CHI,W,46.36666666666667,15,33,0.455,6,17,0.353,11,13,0.846,2,5,7,2,2,2,1,3,47,34.599999999999994,2025-11-16
Kevin Huerter,CHI,UTA,L,32.51,2,8,0.25,0,2,0.0,2,2,1.0,2,6,8,2,1,1,1,3,6,5.300000000000001,2025-11-16
Trayce Jackson-Davis,GSW,NOP,W,3.033333333333333,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,2,2,2.3,2025-11-16
Pat Spencer,GSW,NOP,W,4.716666666666667,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,2,0,0,1,0,3,3.0999999999999996,2025-11-16
Tristan Vukcevic,WAS,BKN,L,6.616666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,1,0,2,2.0,2025-11-16
Tyus Jones,ORL,HOU,L,15.333333333333334,0,4,0.0,0,2,0.0,0,0,0.0,0,2,2,2,1,0,0,0,0,0.20000000000000018,2025-11-16
Tre Johnson,WAS,BKN,L,17.005,3,9,0.333,0,4,0.0,0,0,0.0,0,0,0,1,0,0,1,3,6,-0.5999999999999999,2025-11-16
Drew Eubanks,SAC,SAS,L,11.816666666666666,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,2,0,0,2,2.7,2025-11-16
Marvin Bagley III,WAS,BKN,L,16.75,1,3,0.333,0,0,0.0,2,3,0.667,0,3,3,1,0,0,1,1,4,2.100000000000001,2025-11-16
Jordan Miller,LAC,BOS,L,11.033333333333333,1,3,0.333,0,1,0.0,2,2,1.0,1,1,2,2,0,0,1,0,4,3.700000000000001,2025-11-16
Moussa Cisse,DAL,POR,W,7.401666666666666,2,3,0.667,0,0,0.0,1,3,0.333,1,0,1,0,0,1,0,2,5,3.500000000000001,2025-11-16
Corey Kispert,WAS,BKN,L,15.171666666666667,2,4,0.5,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,1,4,3.2,2025-11-16
Caleb Love,POR,DAL,L,14.255,1,6,0.167,0,4,0.0,0,0,0.0,0,2,2,2,1,0,0,1,2,0.8000000000000006,2025-11-16
Josh Okogie,HOU,ORL,W,21.783333333333335,0,0,0.0,0,0,0.0,1,2,0.5,0,2,2,1,2,0,0,1,1,3.5000000000000004,2025-11-16
Ace Bailey,UTA,CHI,W,10.44,2,5,0.4,1,3,0.333,0,0,0.0,1,0,1,0,0,1,0,6,5,1.2999999999999998,2025-11-16
Gary Payton II,GSW,NOP,W,12.055,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,0,1,2,0,4,0,0.6999999999999997,2025-11-16
Cam Whitmore,WAS,BKN,L,13.15,2,5,0.4,1,1,1.0,1,1,1.0,1,1,2,1,0,0,1,1,6,3.5999999999999996,2025-11-16
Asa Newell,ATL,PHX,W,9.018333333333333,2,5,0.4,1,2,0.5,3,4,0.75,1,0,1,0,0,0,0,1,8,5.2,2025-11-16
Keaton Wallace,ATL,PHX,W,12.465,2,4,0.5,1,2,0.5,0,0,0.0,0,1,1,1,1,0,1,1,5,3.5999999999999996,2025-11-16
Justin Champagnie,WAS,BKN,L,6.511666666666667,1,3,0.333,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,4,2.3000000000000007,2025-11-16
Sidy Cissoko,POR,DAL,L,11.69,0,2,0.0,0,1,0.0,1,2,0.5,1,1,2,1,0,0,1,3,1,-1.3000000000000003,2025-11-16
Jalen Wilson,BKN,WAS,W,2.2666666666666666,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.7,2025-11-16
Tyson Etienne,BKN,WAS,W,2.2666666666666666,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,0,3,1.3000000000000003,2025-11-16
E.J. Liddell,BKN,WAS,W,2.2666666666666666,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1.7999999999999998,2025-11-16
Mouhamed Gueye,ATL,PHX,W,10.383333333333333,0,2,0.0,0,2,0.0,0,0,0.0,1,0,1,0,0,0,1,3,0,-2.9000000000000004,2025-11-16
Luke Kennard,ATL,PHX,W,11.58,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1.0999999999999999,2025-11-16
AJ Johnson,WAS,BKN,L,2.7333333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-0.39999999999999997,2025-11-16
Anfernee Simons,BOS,LAC,W,11.951666666666666,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,2,0,0,2,1,0,-3.0999999999999996,2025-11-16
Carter Bryant,SAS,SAC,W,6.583333333333333,0,3,0.0,0,3,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-2.8999999999999995,2025-11-16
Oso Ighodaro,PHX,ATL,L,5.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,0,-0.7000000000000001,2025-11-16
Precious Achiuwa,SAC,SAS,L,4.583333333333333,0,2,0.0,0,2,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,-0.49999999999999994,2025-11-16
Nick Richards,PHX,ATL,L,13.883333333333333,1,2,0.5,0,0,0.0,1,2,0.5,2,3,5,0,0,1,2,2,3,1.7999999999999998,2025-11-16
Cody Williams,UTA,CHI,W,18.666666666666668,0,4,0.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,0,3,0,-3.0,2025-11-16
Micah Peavy,NOP,GSW,L,4.3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1.0,2025-11-16
Caleb Martin,DAL,POR,W,5.066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,0.19999999999999996,2025-11-16
Sam Hauser,BOS,LAC,W,6.741666666666666,0,3,0.0,0,3,0.0,0,0,0.0,1,1,2,1,0,0,1,1,0,-1.7999999999999998,2025-11-16
Keon Ellis,SAC,SAS,L,14.8,1,3,0.333,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,0.2000000000000003,2025-11-16
Rayan Rupert,POR,DAL,L,4.766666666666667,0,2,0.0,0,2,0.0,0,0,0.0,0,3,3,0,0,0,0,2,0,-1.3,2025-11-16
Nique Clifford,SAC,SAS,L,10.95,0,3,0.0,0,2,0.0,1,2,0.5,0,0,0,0,0,1,0,1,1,-1.1999999999999997,2025-11-16
Bismack Biyombo,SAS,SAC,W,1.9166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,1.0,2025-11-16
Gui Santos,GSW,NOP,W,4.716666666666667,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,2,3,0.5000000000000002,2025-11-16
Josh Minott,BOS,LAC,W,11.483333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-0.10000000000000003,2025-11-16
Jonathan Isaac,ORL,HOU,L,13.828333333333333,1,3,0.333,1,2,0.5,0,0,0.0,1,5,6,0,0,0,0,1,3,3.1,2025-11-16
Ziaire Williams,BKN,WAS,W,30.05,3,7,0.429,2,6,0.333,5,5,1.0,0,4,4,0,0,1,1,3,13,9.0,2025-11-16
Dereck Lively II,DAL,POR,W,11.866666666666667,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,1,0,2,2,6,2,0.0,2025-11-16
Kris Dunn,LAC,BOS,L,24.495,1,5,0.2,1,3,0.333,3,4,0.75,1,3,4,3,0,1,3,2,6,3.0999999999999996,2025-11-16
Nicolas Batum,LAC,BOS,L,20.288333333333334,2,4,0.5,2,4,0.5,0,0,0.0,1,3,4,0,0,2,1,3,6,4.8,2025-11-16
Zach LaVine,SAC,SAS,L,24.566666666666666,3,7,0.429,1,4,0.25,1,1,1.0,0,2,2,3,1,0,2,2,8,5.199999999999999,2025-11-16
Steven Adams,HOU,ORL,W,27.248333333333335,1,8,0.125,0,0,0.0,1,2,0.5,8,5,13,0,0,0,2,3,3,1.2999999999999998,2025-11-16
Svi Mykhailiuk,UTA,CHI,W,28.643333333333334,4,6,0.667,2,3,0.667,0,0,0.0,0,0,0,3,0,1,0,2,10,9.399999999999999,2025-11-16
Stephen Curry,GSW,NOP,W,28.116666666666667,2,11,0.182,1,6,0.167,4,5,0.8,1,4,5,3,0,0,4,3,9,0.5000000000000009,2025-11-16
Robert Williams III,POR,DAL,L,16.633333333333333,3,5,0.6,0,0,0.0,0,0,0.0,2,3,5,1,2,1,0,1,6,8.999999999999998,2025-11-16
Julian Champagnie,SAS,SAC,W,26.15,4,9,0.444,3,7,0.429,1,1,1.0,0,2,2,0,1,0,1,1,12,7.499999999999998,2025-11-16
Luka Garza,BOS,LAC,W,14.4,5,6,0.833,2,2,1.0,1,1,1.0,3,1,4,0,0,0,0,6,13,10.8,2025-11-16
Bogdan Bogdanović,LAC,BOS,L,34.748333333333335,4,10,0.4,1,5,0.2,2,2,1.0,0,4,4,3,0,0,2,2,11,6.099999999999998,2025-11-16
Isaac Okoro,CHI,UTA,L,40.36333333333334,2,7,0.286,1,3,0.333,0,0,0.0,3,3,6,3,1,1,1,4,5,5.1,2025-11-16
Jeremy Sochan,SAS,SAC,W,22.216666666666665,4,5,0.8,2,3,0.667,1,1,1.0,1,4,5,2,0,0,2,4,11,8.799999999999999,2025-11-16
John Collins,LAC,BOS,L,30.283333333333335,8,13,0.615,1,4,0.25,0,0,0.0,0,2,2,0,0,0,0,3,17,10.5,2025-11-16
Kelly Olynyk,SAS,SAC,W,18.45,2,5,0.4,1,1,1.0,0,0,0.0,2,4,6,8,0,0,2,2,5,7.699999999999999,2025-11-16
Al Horford,GSW,NOP,W,20.183333333333334,2,5,0.4,2,5,0.4,0,0,0.0,1,1,2,6,2,0,1,0,6,9.5,2025-11-16
Kyle Filipowski,UTA,CHI,W,21.116666666666667,4,7,0.571,0,0,0.0,0,1,0.0,1,8,9,1,1,0,0,1,8,8.7,2025-11-16
Baylor Scheierman,BOS,LAC,W,18.183333333333334,1,3,0.333,1,2,0.5,0,0,0.0,2,0,2,2,0,1,1,1,3,3.3999999999999995,2025-11-16
Brook Lopez,LAC,BOS,L,14.15,1,2,0.5,1,2,0.5,2,2,1.0,0,2,2,3,1,1,0,2,5,7.599999999999999,2025-11-16
Bub Carrington,WAS,BKN,L,20.133333333333333,2,5,0.4,1,3,0.333,0,0,0.0,0,4,4,3,1,0,0,1,5,6.199999999999999,2025-11-16
Will Richard,GSW,NOP,W,22.216666666666665,4,9,0.444,1,5,0.2,0,0,0.0,5,2,7,1,0,0,2,1,9,6.699999999999999,2025-11-16
Jett Howard,ORL,HOU,L,19.641666666666666,2,6,0.333,1,3,0.333,0,0,0.0,0,2,2,2,1,1,0,1,5,4.9,2025-11-16
Vít Krejčí,ATL,PHX,W,21.9,3,7,0.429,1,5,0.2,0,0,0.0,0,3,3,2,0,1,1,3,7,4.1,2025-11-16
Royce O'Neale,PHX,ATL,L,24.94,1,9,0.111,1,6,0.167,0,0,0.0,2,4,6,1,0,0,0,1,3,-1.1102230246251565e-16,2025-11-16
Bryce McGowens,NOP,GSW,L,12.583333333333334,3,6,0.5,0,1,0.0,2,4,0.5,0,1,1,0,1,0,0,0,8,5.5,2025-11-16
Stephon Castle,SAS,SAC,W,15.566666666666666,1,4,0.25,1,2,0.5,1,2,0.5,0,0,0,5,1,0,3,2,4,1.9000000000000012,2025-11-16
Quinten Post,GSW,NOP,W,10.233333333333333,1,4,0.25,1,4,0.25,1,2,0.5,1,6,7,0,0,0,0,1,4,3.3000000000000003,2025-11-16
Jordan Hawkins,NOP,GSW,L,14.75,2,6,0.333,1,5,0.2,0,0,0.0,2,2,4,2,0,0,0,2,5,4.2,2025-11-16
Aaron Holiday,HOU,ORL,W,15.575,3,4,0.75,2,2,1.0,2,2,1.0,0,1,1,0,0,0,0,0,10,8.7,2025-11-16
Isaiah Livers,PHX,ATL,L,17.15,2,2,1.0,2,2,1.0,0,0,0.0,0,5,5,0,0,0,0,0,6,6.9,2025-11-16
Mark Williams,PHX,ATL,L,28.096666666666668,4,5,0.8,0,0,0.0,0,0,0.0,1,3,4,1,0,0,2,4,8,4.799999999999999,2025-11-16
Julian Phillips,CHI,UTA,L,13.316666666666666,4,5,0.8,2,3,0.667,0,0,0.0,0,1,1,0,0,0,0,2,10,7.6000000000000005,2025-11-16
Derrick Jones Jr.,LAC,BOS,L,10.933333333333334,2,5,0.4,1,2,0.5,0,0,0.0,0,1,1,0,0,2,1,0,5,2.9999999999999996,2025-11-16
Herbert Jones,NOP,GSW,L,28.716666666666665,2,7,0.286,0,3,0.0,2,2,1.0,0,2,2,1,2,0,2,4,6,1.6,2025-11-16
Egor Dëmin,BKN,WAS,W,19.733333333333334,2,5,0.4,1,3,0.333,0,0,0.0,1,0,1,5,1,0,1,2,5,5.7,2025-11-16
Day'Ron Sharpe,BKN,WAS,W,15.55,2,4,0.5,0,0,0.0,2,2,1.0,1,4,5,3,0,0,2,2,6,5.2,2025-11-16
Alex Sarr,WAS,BKN,L,23.1,4,12,0.333,1,3,0.333,0,0,0.0,1,2,3,1,0,0,0,6,9,1.8000000000000007,2025-11-16
Drake Powell,BKN,WAS,W,18.883333333333333,3,6,0.5,0,1,0.0,0,0,0.0,0,4,4,2,1,0,1,1,6,5.200000000000001,2025-11-16
Goga Bitadze,ORL,HOU,L,15.55,1,2,0.5,0,0,0.0,2,4,0.5,3,1,4,1,1,1,0,3,4,5.8,2025-11-16
Karlo Matković,NOP,GSW,L,20.011666666666667,2,3,0.667,0,1,0.0,0,0,0.0,1,1,2,3,2,0,1,1,4,6.3999999999999995,2025-11-16
Patrick Williams,CHI,UTA,L,14.146666666666667,3,5,0.6,2,3,0.667,0,0,0.0,0,1,1,1,1,0,2,1,8,5.299999999999999,2025-11-16
Moussa Diabaté,CHA,TOR,L,19.56833333333333,3,3,1.0,0,0,0.0,2,3,0.667,2,5,7,2,0,4,1,1,8,12.4,2025-11-17
P.J. Washington,DAL,MIN,L,24.883333333333333,5,12,0.417,1,3,0.333,2,2,1.0,0,7,7,2,1,0,2,3,13,7.900000000000002,2025-11-17
