Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Hunter Sallis,PHI,BKN,L,0.6066666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23
Kyle Lowry,PHI,BKN,L,10.216666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,1,0,0,0.7,2025-12-23
Nigel Hayes-Davis,PHX,LAL,W,5.833333333333333,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,1,0,-1.1,2025-12-23
Jaxson Hayes,LAL,PHX,L,5.366666666666666,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,1,2,2,0.4999999999999998,2025-12-23
Quenton Jackson,IND,MIL,L,7.986666666666666,0,1,0.0,0,0,0.0,2,4,0.5,0,1,1,0,0,0,2,2,2,-2.0,2025-12-23
Josh Okogie,HOU,LAC,L,11.7,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,-0.5,2025-12-23
Kobe Brown,LAC,HOU,W,4.25,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0.3,2025-12-23
Bismack Biyombo,SAS,OKC,W,2.3333333333333335,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7,2025-12-23
Pete Nance,MIL,IND,W,1.2333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23
Andre Jackson Jr.,MIL,IND,W,1.2333333333333334,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,2.0,2025-12-23
Bronny James,LAL,PHX,L,9.833333333333334,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-1.4,2025-12-23
Brooks Barnhizer,OKC,SAS,L,3.183333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,2025-12-23
Branden Carlson,OKC,SAS,L,3.183333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0.29999999999999993,2025-12-23
Keon Ellis,SAC,DET,L,4.216666666666667,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-0.7,2025-12-23
JD Davison,HOU,LAC,L,5.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-0.30000000000000004,2025-12-23
Tony Bradley,IND,MIL,L,2.7666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23
Johni Broome,PHI,BKN,L,0.6066666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23
Will Riley,WAS,CHA,L,2.2666666666666666,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2025-12-23
Josh Green,CHA,WAS,W,11.283333333333333,1,2,0.5,1,2,0.5,0,0,0.0,1,1,2,2,0,0,0,0,3,4.4,2025-12-23
Tyrese Proctor,CLE,NOP,W,8.3,0,5,0.0,0,3,0.0,0,0,0.0,0,1,1,2,1,0,2,1,0,-3.2,2025-12-23
Gradey Dick,TOR,MIA,W,11.883333333333333,0,4,0.0,0,3,0.0,2,2,1.0,0,1,1,1,2,0,1,1,2,0.8000000000000003,2025-12-23
Spencer Jones,DEN,DAL,L,26.15,3,5,0.6,0,1,0.0,0,0,0.0,1,3,4,2,2,0,1,1,6,7.300000000000001,2025-12-23
Jaden Hardy,DAL,DEN,W,27.833333333333332,5,9,0.556,0,3,0.0,0,0,0.0,1,1,2,2,1,0,1,2,10,7.299999999999999,2025-12-23
Jericho Sims,MIL,IND,W,20.483333333333334,3,3,1.0,0,0,0.0,0,1,0.0,1,6,7,1,1,0,4,5,6,2.8999999999999986,2025-12-23
Jae'Sean Tate,HOU,LAC,L,13.7,3,4,0.75,0,0,0.0,1,1,1.0,2,1,3,3,0,1,0,3,7,8.7,2025-12-23
Terance Mann,BKN,PHI,W,30.166666666666668,1,6,0.167,0,3,0.0,2,2,1.0,2,3,5,4,0,1,2,3,4,2.8000000000000007,2025-12-23
Reed Sheppard,HOU,LAC,L,26.266666666666666,3,9,0.333,1,5,0.2,1,1,1.0,0,1,1,3,0,1,0,1,8,5.599999999999999,2025-12-23
Tari Eason,HOU,LAC,L,18.316666666666666,3,7,0.429,1,5,0.2,0,0,0.0,1,4,5,0,0,1,0,2,7,5.1000000000000005,2025-12-23
Mitchell Robinson,NYK,MIN,L,26.05,1,4,0.25,0,0,0.0,0,0,0.0,6,1,7,1,1,2,2,3,2,3.999999999999999,2025-12-23
Cameron Johnson,DEN,DAL,L,23.883333333333333,3,7,0.429,2,3,0.667,0,0,0.0,0,2,2,3,0,0,0,0,8,6.999999999999999,2025-12-23
Nick Smith Jr.,LAL,PHX,L,28.2,5,11,0.455,1,3,0.333,1,2,0.5,0,1,1,1,0,0,2,5,12,2.9000000000000004,2025-12-23
Jordan Clarkson,NYK,MIN,L,29.935,3,11,0.273,3,5,0.6,1,2,0.5,0,1,1,1,0,0,1,2,10,2.3,2025-12-23
Tre Jones,CHI,ATL,W,23.483333333333334,3,6,0.5,0,1,0.0,3,4,0.75,1,2,3,2,0,0,0,2,9,7.499999999999999,2025-12-23
Chet Holmgren,OKC,SAS,L,27.133333333333333,3,10,0.3,1,3,0.333,0,0,0.0,0,3,3,1,0,1,0,1,7,3.099999999999999,2025-12-23
Isaac Okoro,CHI,ATL,W,22.09,2,6,0.333,1,3,0.333,3,4,0.75,2,0,2,1,0,1,0,3,8,5.800000000000002,2025-12-23
Corey Kispert,WAS,CHA,L,13.45,3,8,0.375,1,4,0.25,2,2,1.0,0,1,1,3,0,0,0,2,9,6.199999999999999,2025-12-23
Ochai Agbaji,TOR,MIA,W,21.183333333333334,2,6,0.333,1,3,0.333,0,0,0.0,1,4,5,1,0,1,1,1,5,3.500000000000001,2025-12-23
Bub Carrington,WAS,CHA,L,15.183333333333334,2,3,0.667,2,3,0.667,0,0,0.0,1,4,5,2,0,0,1,4,6,5.4,2025-12-23
Javonte Green,DET,SAC,W,18.398333333333333,3,6,0.5,1,2,0.5,2,2,1.0,2,0,2,0,1,0,1,3,9,6.2,2025-12-23
Malik Monk,SAC,DET,L,13.783333333333333,3,8,0.375,2,4,0.5,1,2,0.5,0,1,1,1,2,0,2,0,9,5.199999999999999,2025-12-23
Dennis Schröder,SAC,DET,L,20.533333333333335,2,7,0.286,0,2,0.0,6,6,1.0,2,0,2,3,1,0,3,2,10,6.6,2025-12-23
Dru Smith,MIA,TOR,L,16.533333333333335,3,4,0.75,1,2,0.5,3,3,1.0,1,1,2,2,2,0,1,1,10,11.399999999999999,2025-12-23
Collin Sexton,CHA,WAS,W,16.05,2,7,0.286,2,4,0.5,6,6,1.0,1,0,1,2,0,1,0,0,12,10.700000000000001,2025-12-23
Duncan Robinson,DET,SAC,W,30.63,3,7,0.429,3,7,0.429,0,0,0.0,0,1,1,4,1,0,0,3,9,8.2,2025-12-23
Eric Gordon,PHI,BKN,L,17.1,4,8,0.5,3,6,0.5,1,2,0.5,0,0,0,0,1,1,0,1,12,8.899999999999999,2025-12-23
Mikal Bridges,NYK,MIN,L,37.818333333333335,7,16,0.438,1,6,0.167,0,1,0.0,0,3,3,0,0,0,1,0,15,6.100000000000001,2025-12-23
De'Aaron Fox,SAS,OKC,W,33.666666666666664,3,9,0.333,0,4,0.0,0,4,0.0,0,3,3,9,0,0,0,2,6,5.7,2025-12-23
Ethan Thompson,IND,MIL,L,26.13,1,7,0.143,1,4,0.25,0,0,0.0,1,4,5,1,2,2,1,3,3,2.3,2025-12-23
Kevin Love,UTA,MEM,L,28.6,2,9,0.222,2,9,0.222,0,0,0.0,0,6,6,3,0,0,1,3,6,2.1999999999999993,2025-12-23
Julian Champagnie,SAS,OKC,W,22.15,2,5,0.4,0,3,0.0,0,0,0.0,0,10,10,0,1,1,3,0,4,3.0,2025-12-23
Jordan Goodwin,PHX,LAL,W,21.666666666666668,2,7,0.286,2,6,0.333,2,2,1.0,0,1,1,3,2,0,1,2,8,6.500000000000001,2025-12-23
Kentavious Caldwell-Pope,MEM,UTA,W,19.533333333333335,3,7,0.429,1,4,0.25,4,4,1.0,0,1,1,3,1,0,1,1,11,9.299999999999999,2025-12-23
Dalton Knecht,LAL,PHX,L,14.433333333333334,1,5,0.2,0,3,0.0,1,1,1.0,1,2,3,0,0,1,1,1,3,0.49999999999999956,2025-12-23
Yves Missi,NOP,CLE,L,12.8,3,3,1.0,0,0,0.0,1,1,1.0,1,1,2,2,1,2,1,1,7,9.5,2025-12-23
Ryan Dunn,PHX,LAL,W,28.35,2,6,0.333,0,2,0.0,0,0,0.0,2,5,7,2,1,1,2,5,4,2.6000000000000005,2025-12-23
Saddiq Bey,NOP,CLE,L,26.133333333333333,5,13,0.385,1,5,0.2,0,0,0.0,0,3,3,2,0,0,0,0,11,6.200000000000001,2025-12-23
Isaiah Joe,OKC,SAS,L,15.766666666666667,2,3,0.667,2,3,0.667,2,2,1.0,1,3,4,1,1,0,0,0,8,10.0,2025-12-23
Kevin Huerter,CHI,ATL,W,26.676666666666666,3,7,0.429,1,5,0.2,2,4,0.5,0,7,7,1,0,0,0,1,9,6.8999999999999995,2025-12-23
Olivier-Maxence Prosper,MEM,UTA,W,18.84,2,4,0.5,2,3,0.667,2,2,1.0,0,1,1,3,0,0,1,0,8,7.4,2025-12-23
D'Angelo Russell,DAL,DEN,W,15.083333333333334,3,6,0.5,3,5,0.6,0,0,0.0,0,2,2,4,0,0,0,0,9,9.399999999999999,2025-12-23
Ja'Kobe Walter,TOR,MIA,W,19.653333333333332,2,5,0.4,0,3,0.0,0,1,0.0,0,3,3,2,2,0,0,3,4,3.999999999999999,2025-12-23
Johnny Furphy,IND,MIL,L,18.916666666666668,3,7,0.429,0,2,0.0,0,1,0.0,1,2,3,0,1,0,0,1,6,3.800000000000001,2025-12-23
Gary Harris,MIL,IND,W,16.221666666666668,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,1,0,1,1,5,5,2.0,2025-12-23
Brandon Williams,DAL,DEN,W,15.15,2,6,0.333,0,3,0.0,5,6,0.833,0,0,0,2,0,0,2,1,9,4.200000000000001,2025-12-23
Keegan Murray,SAC,DET,L,20.22,1,4,0.25,0,1,0.0,0,0,0.0,0,1,1,1,1,2,0,1,2,2.6,2025-12-23
Ayo Dosunmu,CHI,ATL,W,16.166666666666668,2,6,0.333,0,2,0.0,2,2,1.0,1,1,2,2,0,0,1,1,6,3.5999999999999996,2025-12-23
Micah Peavy,NOP,CLE,L,13.733333333333333,2,4,0.5,1,2,0.5,0,0,0.0,1,1,2,0,1,0,0,0,5,5.0,2025-12-23
Kyshawn George,WAS,CHA,L,31.35,1,9,0.111,0,1,0.0,0,0,0.0,1,1,2,6,0,0,3,2,2,-2.500000000000001,2025-12-23
Daniel Gafford,DAL,DEN,W,17.216666666666665,2,4,0.5,0,0,0.0,0,0,0.0,1,2,3,0,1,1,0,3,4,3.8000000000000007,2025-12-23
Jabari Walker,PHI,BKN,L,12.773333333333333,2,4,0.5,0,2,0.0,1,1,1.0,2,2,4,1,0,0,1,4,5,3.0999999999999996,2025-12-23
Danny Wolf,BKN,PHI,W,21.85333333333333,1,9,0.111,1,3,0.333,0,0,0.0,0,2,2,2,1,0,2,4,3,-3.5,2025-12-23
Brice Sensabaugh,UTA,MEM,L,14.565,1,6,0.167,1,5,0.2,1,1,1.0,0,1,1,3,0,0,0,3,4,1.4000000000000004,2025-12-23
Gary Trent Jr.,MIL,IND,W,4.9366666666666665,2,2,1.0,1,1,1.0,0,0,0.0,0,2,2,1,0,0,0,0,5,5.7,2025-12-23
Davion Mitchell,MIA,TOR,L,27.133333333333333,1,6,0.167,1,4,0.25,0,0,0.0,0,1,1,2,1,0,2,3,3,-1.2999999999999996,2025-12-23
Jamal Cain,ORL,POR,W,12.816666666666666,1,2,0.5,0,0,0.0,2,2,1.0,0,0,0,0,2,0,0,1,4,4.6,2025-12-23
Rayan Rupert,POR,ORL,L,12.916666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,4,4,2,0,0,0,1,2,3.9,2025-12-23
Jose Alvarado,NOP,CLE,L,25.4,2,4,0.5,2,3,0.667,0,0,0.0,0,2,2,2,1,0,2,3,6,3.8,2025-12-23
Jonas Valančiūnas,DEN,DAL,L,14.133333333333333,3,4,0.75,0,0,0.0,2,2,1.0,0,1,1,1,0,0,1,1,8,5.999999999999999,2025-12-23
Javon Small,MEM,UTA,W,12.44,0,4,0.0,0,3,0.0,0,0,0.0,0,2,2,7,1,0,1,4,0,1.0999999999999996,2025-12-23
Jaylen Clark,MIN,NYK,W,13.766666666666667,2,2,1.0,1,1,1.0,0,2,0.0,1,0,1,3,0,0,2,1,5,4.0,2025-12-23
Jordan Hawkins,NOP,CLE,L,21.566666666666666,2,5,0.4,1,2,0.5,2,2,1.0,2,1,3,1,0,0,2,2,7,3.8999999999999995,2025-12-23
Oso Ighodaro,PHX,LAL,W,20.783333333333335,2,2,1.0,0,0,0.0,1,2,0.5,1,2,3,3,0,1,0,3,5,6.8999999999999995,2025-12-23
Tyrese Martin,BKN,PHI,W,12.15,2,4,0.5,2,3,0.667,1,2,0.5,1,1,2,1,0,0,1,0,7,5.3,2025-12-23
Jalen Smith,CHI,ATL,W,11.733333333333333,1,3,0.333,1,3,0.333,2,3,0.667,2,2,4,3,0,0,0,1,5,6.6,2025-12-23
Walter Clayton Jr.,UTA,MEM,L,15.235,1,6,0.167,0,2,0.0,8,8,1.0,0,1,1,2,0,0,0,2,10,7.1000000000000005,2025-12-23
Simone Fontecchio,MIA,TOR,L,8.666666666666666,1,4,0.25,0,2,0.0,3,3,1.0,1,2,3,1,2,0,2,1,5,4.2,2025-12-23
Jonathan Isaac,ORL,POR,W,16.615,3,5,0.6,0,1,0.0,3,4,0.75,0,2,2,0,1,0,2,3,9,4.699999999999998,2025-12-23
Christian Koloko,MEM,UTA,W,10.016666666666667,1,1,1.0,0,0,0.0,0,0,0.0,1,3,4,0,2,1,0,1,2,5.6,2025-12-23
Adou Thiero,LAL,PHX,L,13.95,2,5,0.4,0,1,0.0,2,3,0.667,1,1,2,2,1,0,1,2,6,4.499999999999999,2025-12-23
Kenrich Williams,OKC,SAS,L,13.25,5,5,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0,10,9.2,2025-12-23
Rasheer Fleming,PHX,LAL,W,9.833333333333334,2,3,0.667,1,2,0.5,2,2,1.0,2,0,2,0,1,0,0,1,7,7.699999999999999,2025-12-23
AJ Green,MIL,IND,W,26.011666666666667,1,6,0.167,1,6,0.167,1,1,1.0,1,1,2,3,1,0,2,5,4,0.3000000000000007,2025-12-23
Kasparas Jakučionis,MIA,TOR,L,27.5,2,5,0.4,1,4,0.25,2,2,1.0,0,2,2,0,1,0,2,4,7,2.299999999999999,2025-12-23
Garrison Mathews,IND,MIL,L,11.1,2,4,0.5,2,3,0.667,0,0,0.0,0,2,2,0,1,0,0,2,6,4.8,2025-12-23
Ziaire Williams,BKN,PHI,W,17.953333333333333,1,5,0.2,1,5,0.2,6,6,1.0,0,0,0,0,1,0,1,2,9,5.1000000000000005,2025-12-23
Jarred Vanderbilt,LAL,PHX,L,19.883333333333333,2,4,0.5,1,2,0.5,0,0,0.0,3,2,5,1,0,0,2,0,5,4.3999999999999995,2025-12-23
Yang Hansen,POR,ORL,L,7.876666666666667,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,2,1,1,2,3,4,4.6,2025-12-23
Julian Strawther,DEN,DAL,L,12.25,3,4,0.75,2,3,0.667,0,0,0.0,1,1,2,0,0,0,0,3,8,6.199999999999999,2025-12-23
Brandin Podziemski,GSW,DAL,W,28.398333333333333,4,8,0.5,1,5,0.2,4,4,1.0,2,6,8,4,0,0,1,3,13,12.8,2025-12-25
Bones Hyland,MIN,DEN,L,22.651666666666667,4,8,0.5,2,4,0.5,1,3,0.333,0,4,4,5,1,1,1,2,11,10.799999999999999,2025-12-25
Chet Holmgren,OKC,SAS,L,30.55,5,9,0.556,0,2,0.0,0,2,0.0,1,11,12,2,0,1,1,3,10,8.8,2025-12-25
Jaylon Tyson,CLE,NYK,L,20.083333333333332,7,11,0.636,2,4,0.5,0,0,0.0,2,4,6,1,1,0,2,4,16,11.8,2025-12-25
Tim Hardaway Jr.,DEN,MIN,W,41.09,7,16,0.438,3,11,0.273,2,2,1.0,0,4,4,0,0,1,0,1,19,12.1,2025-12-25
Mikal Bridges,NYK,CLE,W,36.166666666666664,5,10,0.5,2,4,0.5,0,0,0.0,1,2,3,4,2,1,2,1,12,11.4,2025-12-25
Al Horford,GSW,DAL,W,11.431666666666667,5,7,0.714,4,6,0.667,0,0,0.0,0,4,4,2,2,0,0,0,14,15.700000000000001,2025-12-25
Evan Mobley,CLE,NYK,L,25.316666666666666,6,8,0.75,0,1,0.0,2,2,1.0,2,7,9,3,0,0,2,4,14,12.799999999999999,2025-12-25
Donte DiVincenzo,MIN,DEN,L,34.165,2,11,0.182,0,7,0.0,2,2,1.0,2,6,8,8,2,1,0,6,6,8.2,2025-12-25
De'Anthony Melton,GSW,DAL,W,24.066666666666666,5,14,0.357,2,7,0.286,4,5,0.8,1,2,3,3,1,1,0,2,16,12.099999999999998,2025-12-25
Spencer Jones,DEN,MIN,W,40.87,5,10,0.5,2,5,0.4,0,0,0.0,3,5,8,1,2,0,2,4,12,9.7,2025-12-25
Jalen Williams,OKC,SAS,L,29.016666666666666,5,13,0.385,1,2,0.5,1,4,0.25,2,0,2,6,2,0,1,4,12,8.7,2025-12-25
Kenrich Williams,OKC,SAS,L,16.75,3,6,0.5,2,4,0.5,0,0,0.0,2,3,5,2,2,0,0,1,8,10.3,2025-12-25
Josh Hart,NYK,CLE,W,26.416666666666668,5,9,0.556,2,5,0.4,3,3,1.0,1,4,5,3,0,0,1,2,15,12.899999999999997,2025-12-25
Harrison Barnes,SAS,OKC,W,30.416666666666668,5,12,0.417,3,7,0.429,2,2,1.0,1,5,6,1,0,0,1,0,15,10.5,2025-12-25
Naz Reid,MIN,DEN,L,28.201666666666668,5,13,0.385,2,7,0.286,1,1,1.0,1,5,6,3,0,0,1,3,13,8.0,2025-12-25
Sam Merrill,CLE,NYK,L,29.25,4,11,0.364,2,8,0.25,1,2,0.5,1,4,5,1,2,0,1,2,11,7.299999999999999,2025-12-25
Jarred Vanderbilt,LAL,HOU,L,26.383333333333333,4,6,0.667,3,4,0.75,0,0,0.0,2,3,5,2,1,0,0,3,11,11.900000000000002,2025-12-25
Moses Moody,GSW,DAL,W,30.466666666666665,4,9,0.444,2,5,0.4,2,2,1.0,0,2,2,2,1,1,1,2,12,9.199999999999998,2025-12-25
Luguentz Dort,OKC,SAS,L,28.566666666666666,3,8,0.375,2,7,0.286,0,0,0.0,2,2,4,3,0,2,1,4,8,6.5,2025-12-25
Gary Payton II,GSW,DAL,W,14.535,3,5,0.6,0,1,0.0,0,0,0.0,2,3,5,5,1,1,0,2,6,10.399999999999999,2025-12-25
Peyton Watson,DEN,MIN,W,42.21,3,5,0.6,1,2,0.5,2,2,1.0,1,3,4,0,3,0,2,4,9,7.699999999999999,2025-12-25
De'Andre Hunter,CLE,NYK,L,27.1,3,7,0.429,2,3,0.667,5,6,0.833,0,3,3,2,0,0,0,1,13,10.8,2025-12-25
Karl-Anthony Towns,NYK,CLE,W,27.385,5,13,0.385,0,2,0.0,1,2,0.5,2,12,14,1,2,0,2,4,11,7.6,2025-12-25
Trayce Jackson-Davis,GSW,DAL,W,12.635,5,6,0.833,0,0,0.0,0,0,0.0,2,3,5,0,1,1,0,2,10,11.0,2025-12-25
Max Christie,DAL,GSW,L,33.535,5,9,0.556,1,2,0.5,2,2,1.0,0,6,6,3,1,0,1,1,13,12.2,2025-12-25
Isaiah Hartenstein,OKC,SAS,L,23.516666666666666,5,7,0.714,0,0,0.0,3,4,0.75,3,9,12,3,1,0,1,1,13,16.200000000000003,2025-12-25
De'Aaron Fox,SAS,OKC,W,32.86666666666667,12,19,0.632,3,4,0.75,2,2,1.0,2,2,4,3,1,1,1,3,29,24.1,2025-12-25
Tari Eason,HOU,LAL,W,26.083333333333332,6,14,0.429,1,5,0.2,0,2,0.0,1,2,3,2,4,2,1,4,13,10.300000000000002,2025-12-25
Reed Sheppard,HOU,LAL,W,19.283333333333335,5,10,0.5,1,4,0.25,2,3,0.667,0,2,2,1,1,0,0,1,13,9.499999999999998,2025-12-25
Nikola Jokić,DEN,MIN,W,42.6,15,21,0.714,4,6,0.667,22,23,0.957,5,11,16,15,0,2,5,2,56,59.8,2025-12-25
Anthony Edwards,MIN,DEN,L,42.25833333333333,14,25,0.56,5,14,0.357,11,13,0.846,0,6,6,3,3,0,6,1,44,31.800000000000004,2025-12-25
Donovan Mitchell,CLE,NYK,L,32.85,12,25,0.48,4,9,0.444,6,6,1.0,0,7,7,6,4,0,1,3,34,29.4,2025-12-25
Jamal Murray,DEN,MIN,W,42.44,12,32,0.375,9,18,0.5,2,3,0.667,0,2,2,10,0,1,4,3,35,20.1,2025-12-25
Julius Randle,MIN,DEN,L,39.416666666666664,12,22,0.545,2,7,0.286,6,7,0.857,3,4,7,6,3,1,2,4,32,28.6,2025-12-25
Jalen Brunson,NYK,CLE,W,39.21666666666667,10,25,0.4,6,12,0.5,8,10,0.8,0,1,1,4,2,0,3,1,34,21.400000000000002,2025-12-25
Kevin Durant,HOU,LAL,W,33.483333333333334,8,14,0.571,4,6,0.667,5,5,1.0,1,3,4,8,1,2,3,1,25,24.599999999999994,2025-12-25
Luka Dončić,LAL,HOU,L,33.916666666666664,9,17,0.529,3,8,0.375,4,7,0.571,0,5,5,7,1,2,6,2,25,17.5,2025-12-25
Cooper Flagg,DAL,GSW,L,35.95166666666667,13,21,0.619,1,3,0.333,0,2,0.0,1,5,6,5,0,1,1,3,27,20.900000000000002,2025-12-25
Amen Thompson,HOU,LAL,W,31.85,12,19,0.632,0,2,0.0,2,3,0.667,3,4,7,5,1,0,2,2,26,22.1,2025-12-25
Jordan Clarkson,NYK,CLE,W,28.766666666666666,9,17,0.529,5,10,0.5,2,2,1.0,0,1,1,2,3,0,0,3,25,20.200000000000003,2025-12-25
Victor Wembanyama,SAS,OKC,W,25.805,6,12,0.5,2,3,0.667,5,5,1.0,1,10,11,2,1,1,3,2,19,15.999999999999996,2025-12-25
Shai Gilgeous-Alexander,OKC,SAS,L,36.13333333333333,7,19,0.368,1,6,0.167,7,8,0.875,1,5,6,4,1,0,0,2,22,16.3,2025-12-25
Jimmy Butler III,GSW,DAL,W,31.683333333333334,5,10,0.5,1,3,0.333,3,4,0.75,2,7,9,9,1,0,4,2,14,14.599999999999998,2025-12-25
Darius Garland,CLE,NYK,L,36.0,7,14,0.5,3,4,0.75,3,4,0.75,0,1,1,10,0,0,4,2,20,15.100000000000001,2025-12-25
Jaden McDaniels,MIN,DEN,L,39.52333333333333,9,12,0.75,1,3,0.333,2,2,1.0,0,4,4,4,0,2,3,5,21,16.6,2025-12-25
Tyler Kolek,NYK,CLE,W,24.683333333333334,5,9,0.556,4,5,0.8,2,2,1.0,0,3,3,9,0,1,2,2,16,16.799999999999997,2025-12-25
Rudy Gobert,MIN,DEN,L,33.98,4,7,0.571,0,0,0.0,1,2,0.5,5,7,12,0,0,6,0,6,9,12.7,2025-12-25
Brandon Williams,DAL,GSW,L,29.95,9,12,0.75,1,1,1.0,7,9,0.778,0,3,3,3,0,0,2,2,26,20.599999999999998,2025-12-25
P.J. Washington,DAL,GSW,L,34.06666666666667,7,12,0.583,0,1,0.0,0,0,0.0,1,9,10,2,2,1,2,0,14,13.9,2025-12-25
Alperen Sengun,HOU,LAL,W,31.216666666666665,5,7,0.714,0,0,0.0,4,4,1.0,3,9,12,4,1,0,6,1,14,13.3,2025-12-25
LeBron James,LAL,HOU,L,32.43333333333333,7,13,0.538,1,3,0.333,3,4,0.75,0,2,2,5,2,1,3,3,18,13.899999999999999,2025-12-25
Stephon Castle,SAS,OKC,W,31.616666666666667,8,11,0.727,0,2,0.0,3,5,0.6,2,2,4,7,1,0,4,4,19,15.999999999999996,2025-12-25
Stephen Curry,GSW,DAL,W,32.88333333333333,6,18,0.333,2,10,0.2,9,9,1.0,1,2,3,4,0,0,3,3,23,12.7,2025-12-25
Jabari Smith Jr.,HOU,LAL,W,35.666666666666664,6,9,0.667,2,3,0.667,2,2,1.0,2,5,7,0,2,1,0,2,16,16.9,2025-12-25
Draymond Green,GSW,DAL,W,27.55,2,7,0.286,1,4,0.25,2,2,1.0,1,4,5,3,1,0,2,5,7,3.9000000000000004,2025-12-25
Mike Conley,MIN,DEN,L,9.633333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,1,1,0,0,0,2.4,2025-12-25
Austin Reaves,LAL,HOU,L,14.8,5,8,0.625,2,5,0.4,0,0,0.0,0,1,1,1,0,1,2,0,12,8.1,2025-12-25
Maxi Kleber,LAL,HOU,L,6.3,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,1,1,0,1,2,2,-0.5,2025-12-25
Thomas Bryant,CLE,NYK,L,3.1666666666666665,1,1,1.0,1,1,1.0,0,0,0.0,1,0,1,0,0,0,1,0,3,2.4000000000000004,2025-12-25
Julian Strawther,DEN,MIN,W,11.816666666666666,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,0,0,-0.4999999999999998,2025-12-25
Lonzo Ball,CLE,NYK,L,13.65,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,3,0,0,1,1,0,0.2999999999999998,2025-12-25
Adou Thiero,LAL,HOU,L,3.15,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,2.0,2025-12-25
Caleb Martin,DAL,GSW,L,9.333333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,2,1.3000000000000003,2025-12-25
Jordan McLaughlin,SAS,OKC,W,1.2,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.7,2025-12-25
Bronny James,LAL,HOU,L,3.15,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.7,2025-12-25
JD Davison,HOU,LAL,W,2.6666666666666665,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,1,1,1,0,-0.7000000000000001,2025-12-25
Jae'Sean Tate,HOU,LAL,W,2.6666666666666665,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2025-12-25
Branden Carlson,OKC,SAS,L,1.7,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2025-12-25
Dalton Knecht,LAL,HOU,L,3.15,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7,2025-12-25
Rui Hachimura,LAL,HOU,L,27.7,0,6,0.0,0,3,0.0,0,0,0.0,1,1,2,1,1,0,1,3,0,-3.6999999999999993,2025-12-25
Jaylen Clark,MIN,DEN,L,5.341666666666667,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2025-12-25
Aaron Holiday,HOU,LAL,W,3.15,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-0.7,2025-12-25
Jeff Green,HOU,LAL,W,2.6666666666666665,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.3,2025-12-25
