player,tm,opp,res,mp,fg,fga,fg_pct,3p,3pa,3p_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,game_date,game_id,matchup_id,is_home,won
Maxime Raynaud,SAC,DET,L,22.57,4,8,0.5,0,1,0.0,0,0,0.0,5,3,8,2,0,1,1,2,8,8.7,2025-12-23,20251223_Maxime_Raynaud_SAC_DET,20251223_DET_SAC,,0
Micah Peavy,NOP,CLE,L,13.733333333333333,2,4,0.5,1,2,0.5,0,0,0.0,1,1,2,0,1,0,0,0,5,5.0,2025-12-23,20251223_Micah_Peavy_NOP_CLE,20251223_CLE_NOP,,0
Michael Porter Jr.,BKN,PHI,W,33.68,9,20,0.45,5,12,0.417,5,7,0.714,1,4,5,1,2,0,3,4,28,16.799999999999997,2025-12-23,20251223_Michael_Porter_Jr._BKN_PHI,20251223_BKN_PHI,,1
Mikal Bridges,NYK,MIN,L,37.818333333333335,7,16,0.438,1,6,0.167,0,1,0.0,0,3,3,0,0,0,1,0,15,6.100000000000001,2025-12-23,20251223_Mikal_Bridges_NYK_MIN,20251223_MIN_NYK,,0
Mike Conley,MIN,NYK,W,29.683333333333334,2,6,0.333,2,6,0.333,2,2,1.0,0,1,1,2,2,1,0,3,8,7.8,2025-12-23,20251223_Mike_Conley_MIN_NYK,20251223_MIN_NYK,,1
Miles Bridges,CHA,WAS,W,33.6,4,13,0.308,1,6,0.167,1,2,0.5,0,9,9,9,0,1,1,4,10,9.2,2025-12-23,20251223_Miles_Bridges_CHA_WAS,20251223_CHA_WAS,,1
Mitchell Robinson,NYK,MIN,L,26.05,1,4,0.25,0,0,0.0,0,0,0.0,6,1,7,1,1,2,2,3,2,3.999999999999999,2025-12-23,20251223_Mitchell_Robinson_NYK_MIN,20251223_MIN_NYK,,0
Mohamed Diawara,NYK,MIN,L,10.131666666666666,1,3,0.333,1,2,0.5,0,0,0.0,0,0,0,0,1,0,0,0,3,2.3000000000000003,2025-12-23,20251223_Mohamed_Diawara_NYK_MIN,20251223_MIN_NYK,,0
Moussa Diabaté,CHA,WAS,W,35.733333333333334,6,6,1.0,0,0,0.0,0,0,0.0,8,10,18,1,0,0,0,2,12,18.7,2025-12-23,20251223_Moussa_Diabaté_CHA_WAS,20251223_CHA_WAS,,1
Myles Turner,MIL,IND,W,27.73333333333333,4,14,0.286,1,8,0.125,1,2,0.5,1,5,6,1,0,3,1,0,10,5.4,2025-12-23,20251223_Myles_Turner_MIL_IND,20251223_IND_MIL,,1
Myron Gardner,MIA,TOR,L,0.8166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Myron_Gardner_MIA_TOR,20251223_MIA_TOR,,0
Nae'Qwan Tomlin,CLE,NOP,W,3.816666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,1,1,0,0,2,2.7,2025-12-23,20251223_Nae'Qwan_Tomlin_CLE_NOP,20251223_CLE_NOP,,1
Naji Marshall,DAL,DEN,W,31.55,6,11,0.545,2,4,0.5,1,1,1.0,1,3,4,3,1,0,1,0,15,13.4,2025-12-23,20251223_Naji_Marshall_DAL_DEN,20251223_DAL_DEN,,1
Naz Reid,MIN,NYK,W,24.916666666666668,3,12,0.25,2,9,0.222,0,0,0.0,0,11,11,1,0,2,1,1,8,4.800000000000001,2025-12-23,20251223_Naz_Reid_MIN_NYK,20251223_MIN_NYK,,1
Nic Claxton,BKN,PHI,W,27.266666666666666,6,7,0.857,0,0,0.0,4,6,0.667,3,7,10,2,1,0,1,2,16,17.499999999999996,2025-12-23,20251223_Nic_Claxton_BKN_PHI,20251223_BKN_PHI,,1
Nick Smith Jr.,LAL,PHX,L,28.2,5,11,0.455,1,3,0.333,1,2,0.5,0,1,1,1,0,0,2,5,12,2.9000000000000004,2025-12-23,20251223_Nick_Smith_Jr._LAL_PHX,20251223_LAL_PHX,,0
Nickeil Alexander-Walker,ATL,CHI,L,34.4,9,19,0.474,2,8,0.25,1,2,0.5,0,1,1,2,2,0,0,1,21,14.200000000000005,2025-12-23,20251223_Nickeil_Alexander-Walker_ATL_CHI,20251223_ATL_CHI,,0
Nicolas Batum,LAC,HOU,W,25.216666666666665,2,4,0.5,2,4,0.5,0,0,0.0,0,0,0,0,0,0,1,2,6,2.2,2025-12-23,20251223_Nicolas_Batum_LAC_HOU,20251223_HOU_LAC,,1
Nigel Hayes-Davis,PHX,LAL,W,5.833333333333333,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,1,0,-1.1,2025-12-23,20251223_Nigel_Hayes-Davis_PHX_LAL,20251223_LAL_PHX,,1
Nikola Jokić,DEN,DAL,L,36.41666666666666,12,22,0.545,5,10,0.5,0,0,0.0,3,4,7,14,4,0,4,4,29,29.9,2025-12-23,20251223_Nikola_Jokić_DEN_DAL,20251223_DAL_DEN,,0
Nikola Vučević,CHI,ATL,W,30.916666666666668,9,16,0.563,1,5,0.2,2,2,1.0,1,9,10,4,0,1,0,1,21,19.9,2025-12-23,20251223_Nikola_Vučević_CHI_ATL,20251223_ATL_CHI,,1
Nique Clifford,SAC,DET,L,25.066666666666663,5,10,0.5,2,5,0.4,2,2,1.0,1,1,2,0,2,0,2,4,14,8.4,2025-12-23,20251223_Nique_Clifford_SAC_DET,20251223_DET_SAC,,0
Noah Clowney,BKN,PHI,W,28.316666666666663,4,12,0.333,2,8,0.25,3,4,0.75,0,1,1,1,2,1,2,5,13,5.5,2025-12-23,20251223_Noah_Clowney_BKN_PHI,20251223_BKN_PHI,,1
Noah Penda,ORL,POR,W,23.83333333333333,3,10,0.3,2,6,0.333,0,0,0.0,2,4,6,2,0,1,3,1,8,3.499999999999999,2025-12-23,20251223_Noah_Penda_ORL_POR,20251223_ORL_POR,,1
Nolan Traore,BKN,PHI,W,14.416666666666666,2,3,0.667,0,1,0.0,1,1,1.0,0,1,1,2,0,0,3,2,5,1.6000000000000003,2025-12-23,20251223_Nolan_Traore_BKN_PHI,20251223_BKN_PHI,,1
Norman Powell,MIA,TOR,L,35.06666666666667,6,17,0.353,1,6,0.167,4,4,1.0,0,6,6,6,2,0,3,3,17,11.3,2025-12-23,20251223_Norman_Powell_MIA_TOR,20251223_MIA_TOR,,0
Ochai Agbaji,TOR,MIA,W,21.183333333333334,2,6,0.333,1,3,0.333,0,0,0.0,1,4,5,1,0,1,1,1,5,3.500000000000001,2025-12-23,20251223_Ochai_Agbaji_TOR_MIA,20251223_MIA_TOR,,1
Olivier-Maxence Prosper,MEM,UTA,W,18.84,2,4,0.5,2,3,0.667,2,2,1.0,0,1,1,3,0,0,1,0,8,7.4,2025-12-23,20251223_Olivier-Maxence_Prosper_MEM_UTA,20251223_MEM_UTA,,1
Onyeka Okongwu,ATL,CHI,L,35.96,4,9,0.444,0,2,0.0,2,2,1.0,1,6,7,3,0,0,1,6,10,6.499999999999998,2025-12-23,20251223_Onyeka_Okongwu_ATL_CHI,20251223_ATL_CHI,,0
Oso Ighodaro,PHX,LAL,W,20.78333333333333,2,2,1.0,0,0,0.0,1,2,0.5,1,2,3,3,0,1,0,3,5,6.9,2025-12-23,20251223_Oso_Ighodaro_PHX_LAL,20251223_LAL_PHX,,1
Pacôme Dadiet,NYK,MIN,L,10.781666666666666,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,2,0,-0.9,2025-12-23,20251223_Pacôme_Dadiet_NYK_MIN,20251223_MIN_NYK,,0
Paolo Banchero,ORL,POR,W,36.41833333333334,4,8,0.5,0,0,0.0,4,4,1.0,1,5,6,3,0,0,1,3,12,10.099999999999998,2025-12-23,20251223_Paolo_Banchero_ORL_POR,20251223_ORL_POR,,1
Pascal Siakam,IND,MIL,L,33.483333333333334,6,10,0.6,1,1,1.0,2,8,0.25,3,6,9,2,1,0,0,1,15,13.9,2025-12-23,20251223_Pascal_Siakam_IND_MIL,20251223_IND_MIL,,0
Pat Connaughton,CHA,WAS,W,1.4166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Pat_Connaughton_CHA_WAS,20251223_CHA_WAS,,1
Patrick Williams,CHI,ATL,W,5.566666666666666,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,0.3,2025-12-23,20251223_Patrick_Williams_CHI_ATL,20251223_ATL_CHI,,1
Paul George,PHI,BKN,L,33.14,5,14,0.357,2,7,0.286,7,8,0.875,0,4,4,2,4,2,3,3,19,14.599999999999998,2025-12-23,20251223_Paul_George_PHI_BKN,20251223_BKN_PHI,,0
Pete Nance,MIL,IND,W,1.2333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Pete_Nance_MIL_IND,20251223_IND_MIL,,1
Peyton Watson,DEN,DAL,L,24.433333333333334,0,3,0.0,0,2,0.0,4,4,1.0,0,2,2,1,0,0,3,4,4,-1.4,2025-12-23,20251223_Peyton_Watson_DEN_DAL,20251223_DAL_DEN,,0
Precious Achiuwa,SAC,DET,L,26.866666666666667,6,13,0.462,3,4,0.75,0,0,0.0,4,8,12,3,2,1,1,4,15,15.699999999999996,2025-12-23,20251223_Precious_Achiuwa_SAC_DET,20251223_DET_SAC,,0
Quenton Jackson,IND,MIL,L,7.986666666666666,0,1,0.0,0,0,0.0,2,4,0.5,0,1,1,0,0,0,2,2,2,-2.0,2025-12-23,20251223_Quenton_Jackson_IND_MIL,20251223_IND_MIL,,0
Rasheer Fleming,PHX,LAL,W,9.833333333333334,2,3,0.667,1,2,0.5,2,2,1.0,2,0,2,0,1,0,0,1,7,7.699999999999999,2025-12-23,20251223_Rasheer_Fleming_PHX_LAL,20251223_LAL_PHX,,1
Rayan Rupert,POR,ORL,L,12.916666666666666,1,1,1.0,0,0,0.0,0,0,0.0,0,4,4,2,0,0,0,1,2,3.9,2025-12-23,20251223_Rayan_Rupert_POR_ORL,20251223_ORL_POR,,0
Reed Sheppard,HOU,LAC,L,26.266666666666666,3,9,0.333,1,5,0.2,1,1,1.0,0,1,1,3,0,1,0,1,8,5.599999999999999,2025-12-23,20251223_Reed_Sheppard_HOU_LAC,20251223_HOU_LAC,,0
Royce O'Neale,PHX,LAL,W,22.9,4,5,0.8,4,5,0.8,0,0,0.0,1,2,3,3,1,0,1,2,12,12.699999999999998,2025-12-23,20251223_Royce_O'Neale_PHX_LAL,20251223_LAL_PHX,,1
Rudy Gobert,MIN,NYK,W,37.75,4,6,0.667,0,0,0.0,3,4,0.75,6,10,16,2,2,3,1,2,11,18.899999999999995,2025-12-23,20251223_Rudy_Gobert_MIN_NYK,20251223_MIN_NYK,,1
Russell Westbrook,SAC,DET,L,38.36666666666667,9,21,0.429,4,12,0.333,5,7,0.714,2,4,6,4,2,0,3,3,27,18.3,2025-12-23,20251223_Russell_Westbrook_SAC_DET,20251223_DET_SAC,,0
Ryan Dunn,PHX,LAL,W,28.35,2,6,0.333,0,2,0.0,0,0,0.0,2,5,7,2,1,1,2,5,4,2.6000000000000005,2025-12-23,20251223_Ryan_Dunn_PHX_LAL,20251223_LAL_PHX,,1
Ryan Nembhard,DAL,DEN,W,32.72,5,11,0.455,1,3,0.333,0,0,0.0,0,3,3,7,0,0,1,1,11,9.7,2025-12-23,20251223_Ryan_Nembhard_DAL_DEN,20251223_DAL_DEN,,1
Ryan Rollins,MIL,IND,W,32.71666666666667,10,15,0.667,2,5,0.4,1,3,0.333,1,6,7,4,1,1,0,2,23,21.9,2025-12-23,20251223_Ryan_Rollins_MIL_IND,20251223_IND_MIL,,1
Saddiq Bey,NOP,CLE,L,26.133333333333333,5,13,0.385,1,5,0.2,0,0,0.0,0,3,3,2,0,0,0,0,11,6.200000000000001,2025-12-23,20251223_Saddiq_Bey_NOP_CLE,20251223_CLE_NOP,,0
Sam Merrill,CLE,NOP,W,25.716666666666665,7,12,0.583,6,10,0.6,2,2,1.0,2,4,6,7,1,0,1,2,22,23.1,2025-12-23,20251223_Sam_Merrill_CLE_NOP,20251223_CLE_NOP,,1
Sandro Mamukelashvili,TOR,MIA,W,27.48333333333333,5,9,0.556,4,6,0.667,0,0,0.0,2,4,6,7,1,0,1,2,14,16.4,2025-12-23,20251223_Sandro_Mamukelashvili_TOR_MIA,20251223_MIA_TOR,,1
Santi Aldama,MEM,UTA,W,34.42166666666667,13,21,0.619,7,13,0.538,4,7,0.571,1,4,5,7,1,0,3,3,37,29.9,2025-12-23,20251223_Santi_Aldama_MEM_UTA,20251223_MEM_UTA,,1
Scottie Barnes,TOR,MIA,W,35.916666666666664,10,14,0.714,0,1,0.0,7,8,0.875,1,7,8,4,0,0,3,0,27,23.40000000000001,2025-12-23,20251223_Scottie_Barnes_TOR_MIA,20251223_MIA_TOR,,1
Shaedon Sharpe,POR,ORL,L,26.6,8,18,0.444,2,7,0.286,4,6,0.667,1,2,3,2,2,0,3,2,22,12.699999999999996,2025-12-23,20251223_Shaedon_Sharpe_POR_ORL,20251223_ORL_POR,,0
Shai Gilgeous-Alexander,OKC,SAS,L,35.49666666666667,14,22,0.636,1,4,0.25,4,5,0.8,1,2,3,8,0,0,2,2,33,26.9,2025-12-23,20251223_Shai_Gilgeous-Alexander_OKC_SAS,20251223_OKC_SAS,,0
Sidy Cissoko,POR,ORL,L,15.365,1,2,0.5,1,2,0.5,2,2,1.0,0,1,1,1,0,0,3,1,5,1.5999999999999996,2025-12-23,20251223_Sidy_Cissoko_POR_ORL,20251223_ORL_POR,,0
Simone Fontecchio,MIA,TOR,L,8.666666666666666,1,4,0.25,0,2,0.0,3,3,1.0,1,2,3,1,2,0,2,1,5,4.2,2025-12-23,20251223_Simone_Fontecchio_MIA_TOR,20251223_MIA_TOR,,0
Sion James,CHA,WAS,W,23.74333333333333,2,5,0.4,1,2,0.5,8,8,1.0,3,1,4,4,1,0,0,2,13,15.7,2025-12-23,20251223_Sion_James_CHA_WAS,20251223_CHA_WAS,,1
Spencer Jones,DEN,DAL,L,26.15,3,5,0.6,0,1,0.0,0,0,0.0,1,3,4,2,2,0,1,1,6,7.300000000000001,2025-12-23,20251223_Spencer_Jones_DEN_DAL,20251223_DAL_DEN,,0
Stephon Castle,SAS,OKC,W,27.846666666666668,7,12,0.583,4,6,0.667,6,6,1.0,0,0,0,3,1,0,2,4,24,17.9,2025-12-23,20251223_Stephon_Castle_SAS_OKC,20251223_OKC_SAS,,1
Steven Adams,HOU,LAC,L,14.0,1,3,0.333,0,0,0.0,0,0,0.0,1,3,4,1,0,0,1,1,2,1.2000000000000002,2025-12-23,20251223_Steven_Adams_HOU_LAC,20251223_HOU_LAC,,0
Svi Mykhailiuk,UTA,MEM,L,22.23333333333333,2,9,0.222,1,5,0.2,4,4,1.0,1,3,4,3,3,0,1,1,9,8.8,2025-12-23,20251223_Svi_Mykhailiuk_UTA_MEM,20251223_MEM_UTA,,0
T.J. McConnell,IND,MIL,L,20.66,7,9,0.778,0,0,0.0,2,2,1.0,0,2,2,6,0,0,2,0,16,15.299999999999995,2025-12-23,20251223_T.J._McConnell_IND_MIL,20251223_IND_MIL,,0
Taelon Peter,IND,MIL,L,1.2333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Taelon_Peter_IND_MIL,20251223_IND_MIL,,0
Tari Eason,HOU,LAC,L,18.316666666666663,3,7,0.429,1,5,0.2,0,0,0.0,1,4,5,0,0,1,0,2,7,5.1000000000000005,2025-12-23,20251223_Tari_Eason_HOU_LAC,20251223_HOU_LAC,,0
Taylor Hendricks,UTA,MEM,L,26.7,7,10,0.7,2,4,0.5,5,5,1.0,0,4,4,1,3,0,1,2,21,19.9,2025-12-23,20251223_Taylor_Hendricks_UTA_MEM,20251223_MEM_UTA,,0
Terance Mann,BKN,PHI,W,30.166666666666668,1,6,0.167,0,3,0.0,2,2,1.0,2,3,5,4,0,1,2,3,4,2.8000000000000007,2025-12-23,20251223_Terance_Mann_BKN_PHI,20251223_BKN_PHI,,1
Terrence Shannon Jr.,MIN,NYK,W,5.75,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.7,2025-12-23,20251223_Terrence_Shannon_Jr._MIN_NYK,20251223_MIN_NYK,,1
Thomas Bryant,CLE,NOP,W,21.716666666666665,6,8,0.75,2,2,1.0,1,1,1.0,4,3,7,1,0,2,0,3,15,16.4,2025-12-23,20251223_Thomas_Bryant_CLE_NOP,20251223_CLE_NOP,,1
Tidjane Salaün,CHA,WAS,W,21.605,4,11,0.364,1,3,0.333,2,3,0.667,1,5,6,1,1,1,0,0,11,9.1,2025-12-23,20251223_Tidjane_Salaün_CHA_WAS,20251223_CHA_WAS,,1
Tim Hardaway Jr.,DEN,DAL,L,29.183333333333334,8,13,0.615,7,12,0.583,0,0,0.0,0,2,2,1,0,0,0,0,23,18.4,2025-12-23,20251223_Tim_Hardaway_Jr._DEN_DAL,20251223_DAL_DEN,,0
Tobias Harris,DET,SAC,W,29.166666666666668,10,16,0.625,3,6,0.5,1,1,1.0,1,3,4,4,0,0,1,0,24,20.2,2025-12-23,20251223_Tobias_Harris_DET_SAC,20251223_DET_SAC,,1
Tony Bradley,IND,MIL,L,2.7666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Tony_Bradley_IND_MIL,20251223_IND_MIL,,0
Tosan Evbuomwan,NYK,MIN,L,0.5816666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Tosan_Evbuomwan_NYK_MIN,20251223_MIN_NYK,,0
Toumani Camara,POR,ORL,L,39.623333333333335,4,12,0.333,0,6,0.0,2,3,0.667,3,3,6,4,2,0,2,0,10,8.600000000000001,2025-12-23,20251223_Toumani_Camara_POR_ORL,20251223_ORL_POR,,0
Trae Young,ATL,CHI,L,31.005,7,16,0.438,1,7,0.143,7,9,0.778,0,1,1,15,2,0,1,1,22,24.200000000000003,2025-12-23,20251223_Trae_Young_ATL_CHI,20251223_ATL_CHI,,0
Tre Johnson,WAS,CHA,L,21.416666666666668,5,12,0.417,2,7,0.286,0,0,0.0,1,2,3,2,1,0,0,0,12,9.3,2025-12-23,20251223_Tre_Johnson_WAS_CHA,20251223_CHA_WAS,,0
Tre Jones,CHI,ATL,W,23.48333333333333,3,6,0.5,0,1,0.0,3,4,0.75,1,2,3,2,0,0,0,2,9,7.499999999999999,2025-12-23,20251223_Tre_Jones_CHI_ATL,20251223_ATL_CHI,,1
Tre Mann,CHA,WAS,W,11.633333333333333,1,5,0.2,1,5,0.2,0,0,0.0,0,2,2,1,0,0,0,2,3,0.3999999999999997,2025-12-23,20251223_Tre_Mann_CHA_WAS,20251223_CHA_WAS,,1
Trey Murphy III,NOP,CLE,L,26.433333333333334,6,12,0.5,2,5,0.4,0,0,0.0,1,2,3,5,1,0,2,2,14,10.999999999999998,2025-12-23,20251223_Trey_Murphy_III_NOP_CLE,20251223_CLE_NOP,,0
Tristan Vukcevic,WAS,CHA,L,2.2666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-23,20251223_Tristan_Vukcevic_WAS_CHA,20251223_CHA_WAS,,0
Tyler Kolek,NYK,MIN,L,31.435,9,22,0.409,2,6,0.333,0,0,0.0,1,10,11,8,3,0,2,2,20,17.7,2025-12-23,20251223_Tyler_Kolek_NYK_MIN,20251223_MIN_NYK,,0
Tyrese Martin,BKN,PHI,W,12.15,2,4,0.5,2,3,0.667,1,2,0.5,1,1,2,1,0,0,1,0,7,5.3,2025-12-23,20251223_Tyrese_Martin_BKN_PHI,20251223_BKN_PHI,,1
Tyrese Maxey,PHI,BKN,L,39.263333333333335,3,14,0.214,0,5,0.0,7,7,1.0,0,3,3,2,4,0,4,4,13,5.100000000000001,2025-12-23,20251223_Tyrese_Maxey_PHI_BKN,20251223_BKN_PHI,,0
Tyrese Proctor,CLE,NOP,W,8.3,0,5,0.0,0,3,0.0,0,0,0.0,0,1,1,2,1,0,2,1,0,-3.2,2025-12-23,20251223_Tyrese_Proctor_CLE_NOP,20251223_CLE_NOP,,1
Tyus Jones,ORL,POR,W,34.935,6,9,0.667,4,6,0.667,0,0,0.0,0,4,4,7,1,0,0,3,16,17.999999999999996,2025-12-23,20251223_Tyus_Jones_ORL_POR,20251223_ORL_POR,,1
Victor Wembanyama,SAS,OKC,W,23.14,5,9,0.556,1,1,1.0,1,2,0.5,3,2,5,3,0,0,3,3,12,7.899999999999999,2025-12-23,20251223_Victor_Wembanyama_SAS_OKC,20251223_OKC_SAS,,1
Vít Krejčí,ATL,CHI,L,28.516666666666666,7,9,0.778,5,6,0.833,0,0,0.0,0,3,3,2,1,0,1,1,19,17.4,2025-12-23,20251223_Vít_Krejčí_ATL_CHI,20251223_ATL_CHI,,0
Walter Clayton Jr.,UTA,MEM,L,15.235,1,6,0.167,0,2,0.0,8,8,1.0,0,1,1,2,0,0,0,2,10,7.1000000000000005,2025-12-23,20251223_Walter_Clayton_Jr._UTA_MEM,20251223_MEM_UTA,,0
Wendell Carter Jr.,ORL,POR,W,30.78333333333333,5,11,0.455,1,4,0.25,3,3,1.0,2,5,7,1,1,1,0,3,14,12.4,2025-12-23,20251223_Wendell_Carter_Jr._ORL_POR,20251223_ORL_POR,,1
Will Riley,WAS,CHA,L,2.2666666666666666,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2025-12-23,20251223_Will_Riley_WAS_CHA,20251223_CHA_WAS,,0
Yang Hansen,POR,ORL,L,7.876666666666667,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,2,1,1,2,3,4,4.6,2025-12-23,20251223_Yang_Hansen_POR_ORL,20251223_ORL_POR,,0
Yanic Konan Niederhäuser,LAC,HOU,W,15.316666666666666,1,1,1.0,0,0,0.0,1,2,0.5,1,1,2,0,1,0,0,5,3,2.3,2025-12-23,20251223_Yanic_Konan_Niederhäuser_LAC_HOU,20251223_HOU_LAC,,1
Yves Missi,NOP,CLE,L,12.8,3,3,1.0,0,0,0.0,1,1,1.0,1,1,2,2,1,2,1,1,7,9.5,2025-12-23,20251223_Yves_Missi_NOP_CLE,20251223_CLE_NOP,,0
Zaccharie Risacher,ATL,CHI,L,20.82333333333333,3,6,0.5,2,3,0.667,2,4,0.5,4,3,7,3,1,1,0,5,10,11.7,2025-12-23,20251223_Zaccharie_Risacher_ATL_CHI,20251223_ATL_CHI,,0
Zach Collins,CHI,ATL,W,17.666666666666668,5,9,0.556,0,2,0.0,0,0,0.0,1,6,7,2,0,1,1,2,10,8.499999999999998,2025-12-23,20251223_Zach_Collins_CHI_ATL,20251223_ATL_CHI,,1
Ziaire Williams,BKN,PHI,W,17.953333333333333,1,5,0.2,1,5,0.2,6,6,1.0,0,0,0,0,1,0,1,2,9,5.1000000000000005,2025-12-23,20251223_Ziaire_Williams_BKN_PHI,20251223_BKN_PHI,,1
Zion Williamson,NOP,CLE,L,20.916666666666668,9,15,0.6,0,0,0.0,8,9,0.889,3,2,5,1,1,0,3,2,26,19.300000000000004,2025-12-23,20251223_Zion_Williamson_NOP_CLE,20251223_CLE_NOP,,0
Aaron Holiday,HOU,LAL,W,3.15,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-0.7,2025-12-25,20251225_Aaron_Holiday_HOU_LAL,20251225_HOU_LAL,,1
Aaron Wiggins,OKC,SAS,L,14.35,2,7,0.286,1,4,0.25,0,0,0.0,1,0,1,0,0,1,2,0,5,0.3000000000000002,2025-12-25,20251225_Aaron_Wiggins_OKC_SAS,20251225_OKC_SAS,,0
Adou Thiero,LAL,HOU,L,3.15,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,2.0,2025-12-25,20251225_Adou_Thiero_LAL_HOU,20251225_HOU_LAL,,0
Al Horford,GSW,DAL,W,11.431666666666668,5,7,0.714,4,6,0.667,0,0,0.0,0,4,4,2,2,0,0,0,14,15.7,2025-12-25,20251225_Al_Horford_GSW_DAL,20251225_DAL_GSW,,1
Alex Caruso,OKC,SAS,L,19.65,3,13,0.231,2,12,0.167,4,4,1.0,0,1,1,0,0,1,1,1,12,3.6999999999999993,2025-12-25,20251225_Alex_Caruso_OKC_SAS,20251225_OKC_SAS,,0
Alperen Sengun,HOU,LAL,W,31.216666666666665,5,7,0.714,0,0,0.0,4,4,1.0,3,9,12,4,1,0,6,1,14,13.3,2025-12-25,20251225_Alperen_Sengun_HOU_LAL,20251225_HOU_LAL,,1
Amen Thompson,HOU,LAL,W,31.85,12,19,0.632,0,2,0.0,2,3,0.667,3,4,7,5,1,0,2,2,26,22.1,2025-12-25,20251225_Amen_Thompson_HOU_LAL,20251225_HOU_LAL,,1
Anthony Davis,DAL,GSW,L,10.883333333333333,1,4,0.25,0,0,0.0,1,4,0.25,0,3,3,0,1,2,0,0,3,2.7,2025-12-25,20251225_Anthony_Davis_DAL_GSW,20251225_DAL_GSW,,0
Anthony Edwards,MIN,DEN,L,42.25833333333333,14,25,0.56,5,14,0.357,11,13,0.846,0,6,6,3,3,0,6,1,44,31.800000000000004,2025-12-25,20251225_Anthony_Edwards_MIN_DEN,20251225_DEN_MIN,,0
Ariel Hukporti,NYK,CLE,W,4.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0,2025-12-25,20251225_Ariel_Hukporti_NYK_CLE,20251225_CLE_NYK,,1
Austin Reaves,LAL,HOU,L,14.8,5,8,0.625,2,5,0.4,0,0,0.0,0,1,1,1,0,1,2,0,12,8.1,2025-12-25,20251225_Austin_Reaves_LAL_HOU,20251225_HOU_LAL,,0
Bones Hyland,MIN,DEN,L,22.651666666666667,4,8,0.5,2,4,0.5,1,3,0.333,0,4,4,5,1,1,1,2,11,10.8,2025-12-25,20251225_Bones_Hyland_MIN_DEN,20251225_DEN_MIN,,0
Branden Carlson,OKC,SAS,L,1.7,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.0,2025-12-25,20251225_Branden_Carlson_OKC_SAS,20251225_OKC_SAS,,0
Brandin Podziemski,GSW,DAL,W,28.398333333333333,4,8,0.5,1,5,0.2,4,4,1.0,2,6,8,4,0,0,1,3,13,12.8,2025-12-25,20251225_Brandin_Podziemski_GSW_DAL,20251225_DAL_GSW,,1
Brandon Williams,DAL,GSW,L,29.95,9,12,0.75,1,1,1.0,7,9,0.778,0,3,3,3,0,0,2,2,26,20.6,2025-12-25,20251225_Brandon_Williams_DAL_GSW,20251225_DAL_GSW,,0
Bronny James,LAL,HOU,L,3.15,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,2.7,2025-12-25,20251225_Bronny_James_LAL_HOU,20251225_HOU_LAL,,0
Brooks Barnhizer,OKC,SAS,L,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-12-25,20251225_Brooks_Barnhizer_OKC_SAS,20251225_OKC_SAS,,0
Bruce Brown,DEN,MIN,W,28.28333333333333,3,7,0.429,0,0,0.0,1,2,0.5,1,2,3,3,1,0,3,2,7,3.499999999999999,2025-12-25,20251225_Bruce_Brown_DEN_MIN,20251225_DEN_MIN,,1
Caleb Martin,DAL,GSW,L,9.333333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,2,1.3000000000000005,2025-12-25,20251225_Caleb_Martin_DAL_GSW,20251225_DAL_GSW,,0
