Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Taylor Hendricks,UTA,GSW,L,12,0,0,,0,0,,1,2,0.5,1,1,2,3,0,0,1,2,1,1.9,2026-01-03
Toumani Camara,POR,SAS,W,36,7,11,0.636,5,9,0.556,1,2,0.5,2,6,8,1,1,0,4,2,20,14.8,2026-01-03
Trayce Jackson-Davis,GSW,UTA,W,17,4,5,0.8,0,0,,1,4,0.25,4,2,6,0,0,0,0,1,9,8.9,2026-01-03
Tre Jones,CHI,CHA,L,28,4,10,0.4,0,1,0.0,2,2,1.0,0,2,2,8,1,0,1,1,10,10.4,2026-01-03
Tyler Kolek,NYK,PHI,L,14,2,7,0.286,2,5,0.4,0,0,,0,2,2,1,0,0,0,1,6,2.8,2026-01-03
Tyrese Maxey,PHI,NYK,W,37,14,22,0.636,6,9,0.667,2,4,0.5,0,8,8,4,1,2,4,1,36,28.6,2026-01-03
VJ Edgecombe,PHI,NYK,W,41,10,16,0.625,4,9,0.444,2,2,1.0,1,1,2,4,2,2,2,2,26,23.2,2026-01-03
Vít Krejčí,ATL,TOR,L,23,4,6,0.667,4,4,1.0,1,1,1.0,0,2,2,2,2,0,1,5,13,11.4,2026-01-03
Walter Clayton Jr.,UTA,GSW,L,17,2,6,0.333,2,5,0.4,2,2,1.0,0,3,3,2,0,0,0,2,8,6.1,2026-01-03
Will Richard,GSW,UTA,W,18,3,5,0.6,2,4,0.5,0,0,,0,2,2,0,0,0,2,2,8,3.5,2026-01-03
Yang Hansen,POR,SAS,W,11,0,1,0.0,0,0,,2,2,1.0,1,1,2,1,0,2,0,1,2,4.0,2026-01-03
Yanic Konan Niederhäuser,LAC,BOS,L,6,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,2026-01-03
Zaccharie Risacher,ATL,TOR,L,30,3,11,0.273,0,3,0.0,2,2,1.0,1,6,7,0,0,0,1,3,8,1.8,2026-01-03
AJ Green,MIL,SAC,W,32,0,6,0.0,0,6,0.0,1,1,1.0,2,3,5,1,1,0,1,3,1,-1.4,2026-01-04
AJ Johnson,WAS,MIN,L,13,2,5,0.4,1,2,0.5,0,0,,0,2,2,3,1,0,1,1,5,4.6,2026-01-04
Aaron Gordon,DEN,BKN,L,21,8,15,0.533,0,2,0.0,4,6,0.667,3,3,6,2,0,0,3,2,20,12.5,2026-01-04
Aaron Nesmith,IND,ORL,L,34,8,16,0.5,5,11,0.455,4,4,1.0,0,4,4,8,0,2,4,4,25,19.6,2026-01-04
Aaron Wiggins,OKC,PHX,L,19,2,3,0.667,0,1,0.0,1,1,1.0,0,4,4,0,0,1,0,1,5,5.2,2026-01-04
Ajay Mitchell,OKC,PHX,L,27,4,9,0.444,1,3,0.333,4,4,1.0,0,2,2,3,0,0,0,2,13,10.2,2026-01-04
Alex Caruso,OKC,PHX,L,22,1,4,0.25,0,2,0.0,0,0,,0,1,1,3,0,0,0,1,2,1.6,2026-01-04
Alex Sarr,WAS,MIN,L,26,3,10,0.3,1,2,0.5,0,0,,1,2,3,4,1,0,2,3,7,3.1,2026-01-04
Andrew Nembhard,IND,ORL,L,35,7,16,0.438,2,7,0.286,4,6,0.667,0,1,1,11,0,0,1,3,20,16.6,2026-01-04
Andrew Wiggins,MIA,NOP,W,28,4,9,0.444,0,2,0.0,2,2,1.0,0,2,2,3,1,3,2,1,10,8.7,2026-01-04
Anthony Black,ORL,IND,W,36,8,16,0.5,3,7,0.429,8,10,0.8,0,3,3,10,1,4,1,4,27,27.3,2026-01-04
Anthony Edwards,MIN,WAS,W,30,14,21,0.667,6,10,0.6,1,4,0.25,0,6,6,3,4,0,4,2,35,27.8,2026-01-04
Anthony Gill,WAS,MIN,L,5,2,2,1.0,0,0,,0,0,,1,1,2,0,1,0,0,0,4,5.4,2026-01-04
Ausar Thompson,DET,CLE,W,22,4,9,0.444,0,1,0.0,0,0,,3,5,8,2,1,1,3,5,8,5.0,2026-01-04
Bam Adebayo,MIA,NOP,W,29,5,14,0.357,1,3,0.333,1,1,1.0,1,5,6,6,1,1,1,1,12,10.9,2026-01-04
Ben Sheppard,IND,ORL,L,24,3,6,0.5,2,3,0.667,0,0,,0,3,3,2,1,0,0,4,8,6.7,2026-01-04
Bilal Coulibaly,WAS,MIN,L,28,3,6,0.5,0,2,0.0,0,0,,1,3,4,1,0,2,0,3,6,5.5,2026-01-04
Bobby Portis,MIL,SAC,W,16,4,11,0.364,0,3,0.0,1,1,1.0,2,9,11,0,0,0,1,4,9,4.4,2026-01-04
Bones Hyland,MIN,WAS,W,15,2,5,0.4,1,3,0.333,2,2,1.0,0,2,2,5,0,0,1,3,7,6.2,2026-01-04
Branden Carlson,OKC,PHX,L,7,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,-1.1,2026-01-04
Bruce Brown,DEN,BKN,L,18,0,3,0.0,0,1,0.0,0,0,,0,4,4,3,1,0,1,3,0,0.0,2026-01-04
Bryce McGowens,NOP,MIA,L,16,1,3,0.333,1,2,0.5,2,2,1.0,1,1,2,0,2,0,2,0,5,4.3,2026-01-04
Bub Carrington,WAS,MIN,L,17,2,9,0.222,1,6,0.167,2,2,1.0,0,0,0,4,2,0,1,0,7,5.3,2026-01-04
CJ McCollum,WAS,MIN,L,22,8,12,0.667,3,4,0.75,1,1,1.0,1,2,3,2,1,0,3,2,20,14.7,2026-01-04
Cade Cunningham,DET,CLE,W,37,7,22,0.318,2,5,0.4,11,11,1.0,0,6,6,7,2,1,1,4,27,21.2,2026-01-04
Cam Spencer,MEM,LAL,L,34,1,10,0.1,0,5,0.0,3,3,1.0,0,2,2,9,0,0,2,5,5,1.3,2026-01-04
Cam Thomas,BKN,DEN,W,22,5,10,0.5,1,3,0.333,6,8,0.75,1,3,4,1,0,0,1,1,17,12.1,2026-01-04
Cason Wallace,OKC,PHX,L,18,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,0,3,3,0.8,2026-01-04
Cedric Coward,MEM,LAL,L,13,6,9,0.667,2,3,0.667,2,2,1.0,2,6,8,1,1,0,1,1,16,15.6,2026-01-04
Chet Holmgren,OKC,PHX,L,33,8,11,0.727,2,5,0.4,0,1,0.0,2,7,9,1,1,3,1,1,18,19.0,2026-01-04
Christian Braun,DEN,BKN,L,24,1,4,0.25,0,1,0.0,1,2,0.5,1,1,2,0,0,1,0,3,3,0.7,2026-01-04
Christian Koloko,MEM,LAL,L,13,3,6,0.5,0,1,0.0,0,0,,1,1,2,0,2,0,1,5,6,3.0,2026-01-04
Collin Gillespie,PHX,OKC,W,26,3,10,0.3,1,7,0.143,1,2,0.5,0,3,3,3,1,0,1,1,8,4.4,2026-01-04
Corey Kispert,WAS,MIN,L,18,4,8,0.5,2,5,0.4,3,3,1.0,0,1,1,0,0,0,3,0,13,6.3,2026-01-04
Craig Porter Jr.,CLE,DET,L,23,1,3,0.333,0,1,0.0,0,0,,2,4,6,1,2,1,1,0,2,5.3,2026-01-04
DaRon Holmes II,DEN,BKN,L,15,2,4,0.5,2,3,0.667,0,0,,1,0,1,1,0,1,0,1,6,5.7,2026-01-04
Dalton Knecht,LAL,MEM,W,13,1,5,0.2,1,4,0.25,0,0,,0,2,2,0,1,0,2,2,3,-1.3,2026-01-04
Daniss Jenkins,DET,CLE,W,25,7,10,0.7,6,7,0.857,5,5,1.0,0,1,1,5,0,0,2,1,25,22.2,2026-01-04
Danny Wolf,BKN,DEN,W,17,1,2,0.5,0,0,,0,0,,0,3,3,1,1,0,0,2,2,2.8,2026-01-04
Darius Garland,CLE,DET,L,32,7,15,0.467,0,7,0.0,2,2,1.0,0,2,2,6,1,0,2,3,16,10.9,2026-01-04
Davion Mitchell,MIA,NOP,W,29,3,9,0.333,3,6,0.5,0,0,,0,3,3,6,2,0,3,3,9,6.8,2026-01-04
Day'Ron Sharpe,BKN,DEN,W,32,6,9,0.667,0,1,0.0,5,8,0.625,1,5,6,4,3,1,1,3,17,18.4,2026-01-04
De'Andre Hunter,CLE,DET,L,24,3,8,0.375,2,5,0.4,6,6,1.0,0,6,6,0,0,0,3,1,14,8.0,2026-01-04
DeMar DeRozan,SAC,MIL,L,29,4,11,0.364,0,1,0.0,3,7,0.429,0,4,4,3,1,0,2,3,11,4.4,2026-01-04
Deandre Ayton,LAL,MEM,W,34,6,8,0.75,0,0,,3,6,0.5,1,7,8,1,1,3,1,2,15,15.4,2026-01-04
Dennis Schröder,SAC,MIL,L,26,3,9,0.333,2,5,0.4,5,5,1.0,1,2,3,5,2,0,1,1,13,13.3,2026-01-04
Derik Queen,NOP,MIA,L,30,5,11,0.455,0,1,0.0,3,4,0.75,0,6,6,4,1,1,5,2,13,7.4,2026-01-04
Desmond Bane,ORL,IND,W,37,12,17,0.706,3,6,0.5,4,4,1.0,1,5,6,6,2,1,2,4,31,29.4,2026-01-04
Devin Booker,PHX,OKC,W,38,5,11,0.455,1,4,0.25,13,15,0.867,2,4,6,9,0,0,1,3,24,24.2,2026-01-04
Dillon Brooks,PHX,OKC,W,34,8,17,0.471,2,5,0.4,4,4,1.0,0,4,4,2,0,0,5,5,22,8.9,2026-01-04
Donovan Mitchell,CLE,DET,L,33,10,21,0.476,3,10,0.3,7,9,0.778,0,6,6,3,3,0,2,2,30,22.6,2026-01-04
Donte DiVincenzo,MIN,WAS,W,23,2,10,0.2,1,9,0.111,0,0,,1,3,4,3,3,0,1,0,5,4.5,2026-01-04
Drake Powell,BKN,DEN,W,18,1,3,0.333,1,2,0.5,2,2,1.0,0,0,0,1,0,0,0,1,5,3.6,2026-01-04
Drew Eubanks,SAC,MIL,L,21,2,5,0.4,0,1,0.0,0,0,,1,3,4,0,0,2,1,4,4,1.7,2026-01-04
Dru Smith,MIA,NOP,W,19,1,1,1.0,0,0,,0,0,,0,4,4,1,3,0,3,1,2,3.2,2026-01-04
Duncan Robinson,DET,CLE,W,30,5,11,0.455,2,6,0.333,0,0,,0,2,2,3,2,0,1,3,12,8.8,2026-01-04
Egor Dëmin,BKN,DEN,W,27,5,9,0.556,3,5,0.6,0,0,,1,3,4,4,0,0,1,2,13,11.3,2026-01-04
Evan Mobley,CLE,DET,L,33,5,9,0.556,2,3,0.667,3,3,1.0,1,3,4,5,1,4,2,2,15,16.8,2026-01-04
GG Jackson,MEM,LAL,L,22,4,10,0.4,1,5,0.2,2,2,1.0,1,5,6,1,0,1,0,4,11,7.6,2026-01-04
Gary Harris,MIL,SAC,W,15,0,2,0.0,0,1,0.0,0,0,,1,0,1,1,0,0,0,0,0,0.0,2026-01-04
Gary Trent Jr.,MIL,SAC,W,22,4,8,0.5,4,8,0.5,1,1,1.0,0,1,1,3,0,0,0,2,13,10.6,2026-01-04
Giannis Antetokounmpo,MIL,SAC,W,32,13,17,0.765,0,0,,11,13,0.846,3,8,11,1,0,0,3,2,37,30.9,2026-01-04
Goga Bitadze,ORL,IND,W,16,1,2,0.5,0,0,,0,0,,0,2,2,0,0,0,1,3,2,-0.6,2026-01-04
Isaiah Joe,OKC,PHX,L,10,0,2,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,1,0,-1.2,2026-01-04
Isaiah Livers,PHX,OKC,W,5,1,1,1.0,1,1,1.0,0,0,,0,2,2,1,0,0,1,2,3,2.2,2026-01-04
Isaiah Stewart,DET,CLE,W,31,4,7,0.571,0,1,0.0,0,0,,2,1,3,2,2,3,4,3,8,6.7,2026-01-04
Jaden Ivey,DET,CLE,W,19,3,9,0.333,1,6,0.167,0,0,,0,2,2,0,0,2,0,2,7,3.1,2026-01-04
Jaden McDaniels,MIN,WAS,W,22,3,4,0.75,0,0,,6,6,1.0,1,4,5,5,3,0,1,4,12,16.2,2026-01-04
Jake LaRavia,LAL,MEM,W,35,9,16,0.563,4,10,0.4,4,4,1.0,2,3,5,4,1,0,0,2,26,23.7,2026-01-04
Jalen Pickett,DEN,BKN,L,14,1,3,0.333,1,1,1.0,0,0,,1,3,4,3,0,0,0,2,3,4.2,2026-01-04
Jalen Williams,OKC,PHX,L,34,9,13,0.692,1,2,0.5,4,4,1.0,0,4,4,7,0,0,4,2,23,18.8,2026-01-04
Jamal Cain,ORL,IND,W,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-04
Jamal Murray,DEN,BKN,L,40,11,23,0.478,1,7,0.143,4,4,1.0,0,6,6,16,0,0,4,3,27,23.1,2026-01-04
Jamaree Bouyea,PHX,OKC,W,9,0,0,,0,0,,0,2,0.0,1,1,2,1,0,0,0,2,0,0.1,2026-01-04
Jarace Walker,IND,ORL,L,16,2,4,0.5,2,2,1.0,0,0,,0,1,1,3,0,0,0,1,6,6.0,2026-01-04
Jaren Jackson Jr.,MEM,LAL,L,34,6,14,0.429,2,4,0.5,0,0,,0,3,3,1,0,0,2,5,14,4.2,2026-01-04
Jarred Vanderbilt,LAL,MEM,W,22,3,7,0.429,0,4,0.0,1,2,0.5,1,6,7,3,0,1,2,1,7,5.8,2026-01-04
Jase Richardson,ORL,IND,W,27,5,9,0.556,2,5,0.4,0,1,0.0,0,1,1,4,0,0,0,3,12,9.2,2026-01-04
Javon Small,MEM,LAL,L,16,2,5,0.4,0,1,0.0,3,3,1.0,1,2,3,5,1,0,1,0,7,9.1,2026-01-04
Javonte Green,DET,CLE,W,24,3,9,0.333,3,6,0.5,2,2,1.0,2,2,4,1,1,0,1,1,11,8.2,2026-01-04
Jaxson Hayes,LAL,MEM,W,14,0,1,0.0,0,0,,1,2,0.5,2,4,6,0,0,0,0,3,1,1.3,2026-01-04
Jay Huff,IND,ORL,L,17,5,6,0.833,1,2,0.5,0,1,0.0,2,3,5,1,0,0,1,6,11,8.0,2026-01-04
Jaylen Clark,MIN,WAS,W,28,4,6,0.667,0,1,0.0,4,5,0.8,2,0,2,3,3,1,0,0,12,16.2,2026-01-04
Jaylen Wells,MEM,LAL,L,25,8,16,0.5,3,11,0.273,4,4,1.0,1,0,1,2,0,0,0,5,23,15.1,2026-01-04
Jaylon Tyson,CLE,DET,L,25,2,9,0.222,1,5,0.2,1,2,0.5,4,3,7,3,1,2,2,1,6,5.9,2026-01-04
Jeremiah Fears,NOP,MIA,L,26,8,13,0.615,4,6,0.667,1,2,0.5,0,3,3,2,1,1,4,2,21,13.9,2026-01-04
Jett Howard,ORL,IND,W,3,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2026-01-04
Jock Landale,MEM,LAL,L,29,5,9,0.556,1,2,0.5,2,2,1.0,6,4,10,3,0,0,0,1,13,15.8,2026-01-04
Joe Ingles,MIN,WAS,W,8,1,1,1.0,0,0,,0,0,,0,2,2,0,0,0,0,1,2,1.9,2026-01-04
Johnny Furphy,IND,ORL,L,13,1,4,0.25,0,2,0.0,0,2,0.0,2,3,5,1,1,0,1,0,2,1.8,2026-01-04
Johnny Juzang,MIN,WAS,W,9,3,5,0.6,0,2,0.0,0,0,,0,1,1,0,0,0,1,0,6,3.0,2026-01-04
Jonathan Isaac,ORL,IND,W,12,1,1,1.0,0,0,,2,2,1.0,0,0,0,3,0,0,0,0,4,5.8,2026-01-04
Jordan Goodwin,PHX,OKC,W,31,9,16,0.563,8,13,0.615,0,0,,0,4,4,0,0,0,1,1,26,18.2,2026-01-04
Jordan Hawkins,NOP,MIA,L,2,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2026-01-04
Jordan Poole,NOP,MIA,L,25,3,11,0.273,2,6,0.333,0,0,,0,1,1,8,1,2,3,4,8,5.2,2026-01-04
Jose Alvarado,NOP,MIA,L,20,2,7,0.286,2,6,0.333,0,0,,0,6,6,3,1,0,3,1,6,3.4,2026-01-04
Julius Randle,MIN,WAS,W,25,9,15,0.6,1,3,0.333,3,5,0.6,2,1,3,4,0,0,0,3,22,17.6,2026-01-04
Justin Champagnie,WAS,MIN,L,18,3,6,0.5,0,2,0.0,0,1,0.0,2,4,6,0,0,2,0,1,6,6.2,2026-01-04
Kam Jones,IND,ORL,L,6,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-04
Karlo Matković,NOP,MIA,L,24,2,5,0.4,0,3,0.0,0,0,,2,3,5,1,1,1,2,1,4,3.6,2026-01-04
Kasparas Jakučionis,MIA,NOP,W,16,1,4,0.25,1,2,0.5,0,0,,0,1,1,1,2,0,0,1,3,3.2,2026-01-04
Keegan Murray,SAC,MIL,L,27,6,13,0.462,0,3,0.0,0,0,,0,3,3,0,0,2,2,2,12,4.8,2026-01-04
Kel'el Ware,MIA,NOP,W,25,7,13,0.538,1,4,0.25,1,2,0.5,6,6,12,1,0,1,1,2,16,14.9,2026-01-04
Kenrich Williams,OKC,PHX,L,7,1,1,1.0,1,1,1.0,0,0,,0,2,2,0,0,0,0,1,3,2.9,2026-01-04
Kentavious Caldwell-Pope,MEM,LAL,L,25,3,8,0.375,1,5,0.2,0,0,,0,2,2,0,1,0,0,1,7,3.8,2026-01-04
Keon Ellis,SAC,MIL,L,5,0,1,0.0,0,1,0.0,0,0,,1,1,2,0,0,0,0,1,0,-0.1,2026-01-04
Kevin Porter Jr.,MIL,SAC,W,40,8,15,0.533,1,2,0.5,8,8,1.0,0,4,4,10,2,0,2,1,25,25.5,2026-01-04
Khris Middleton,WAS,MIN,L,18,4,6,0.667,2,4,0.5,0,0,,0,2,2,1,1,0,0,3,10,8.5,2026-01-04
Kyle Kuzma,MIL,SAC,W,18,1,4,0.25,0,3,0.0,1,2,0.5,1,3,4,4,0,0,1,0,3,3.6,2026-01-04
LeBron James,LAL,MEM,W,37,8,14,0.571,2,7,0.286,8,10,0.8,0,7,7,10,1,0,1,2,26,26.9,2026-01-04
Leonard Miller,MIN,WAS,W,11,3,7,0.429,0,3,0.0,0,0,,1,2,3,0,1,0,1,2,6,2.8,2026-01-04
Lonzo Ball,CLE,DET,L,10,0,1,0.0,0,1,0.0,0,0,,0,2,2,2,1,0,2,0,0,0.3,2026-01-04
Luguentz Dort,OKC,PHX,L,27,5,13,0.385,3,9,0.333,0,0,,0,4,4,0,1,0,1,5,13,5.1,2026-01-04
Luka Dončić,LAL,MEM,W,39,10,20,0.5,4,10,0.4,12,13,0.923,2,7,9,8,0,1,3,2,36,31.6,2026-01-04
Malaki Branham,WAS,MIN,L,7,1,2,0.5,1,2,0.5,1,2,0.5,0,1,1,0,0,0,0,0,4,2.9,2026-01-04
Marcus Sasser,DET,CLE,W,3,0,2,0.0,0,1,0.0,0,0,,0,1,1,1,0,1,1,0,0,-0.7,2026-01-04
Marcus Smart,LAL,MEM,W,31,1,5,0.2,0,3,0.0,4,4,1.0,0,1,1,4,0,1,1,2,6,4.9,2026-01-04
Mark Williams,PHX,OKC,W,21,3,5,0.6,0,0,,2,2,1.0,3,3,6,0,1,0,2,2,8,6.9,2026-01-04
Marvin Bagley III,WAS,MIN,L,14,3,3,1.0,0,0,,0,0,,1,2,3,0,0,0,3,4,6,1.8,2026-01-04
Maxime Raynaud,SAC,MIL,L,24,3,5,0.6,0,1,0.0,0,0,,2,6,8,1,0,0,1,2,6,5.8,2026-01-04
Micah Peavy,NOP,MIA,L,14,2,5,0.4,0,0,,0,0,,0,1,1,1,1,0,0,0,4,3.3,2026-01-04
Micah Potter,IND,ORL,L,29,3,5,0.6,1,3,0.333,4,4,1.0,0,10,10,2,1,0,1,3,11,11.9,2026-01-04
Michael Porter Jr.,BKN,DEN,W,32,8,17,0.471,2,6,0.333,9,9,1.0,4,7,11,5,0,1,4,3,27,22.2,2026-01-04
Mike Conley,MIN,WAS,W,13,2,4,0.5,2,4,0.5,1,1,1.0,2,0,2,3,0,0,1,0,7,7.5,2026-01-04
Myles Turner,MIL,SAC,W,32,5,13,0.385,3,9,0.333,2,2,1.0,2,3,5,0,0,2,3,4,15,7.0,2026-01-04
Myron Gardner,MIA,NOP,W,13,1,5,0.2,0,2,0.0,2,2,1.0,2,1,3,0,2,0,1,2,4,2.8,2026-01-04
Nae'Qwan Tomlin,CLE,DET,L,18,1,4,0.25,0,1,0.0,3,4,0.75,1,3,4,0,0,2,0,2,5,4.4,2026-01-04
Naz Reid,MIN,WAS,W,20,4,8,0.5,0,2,0.0,1,2,0.5,2,5,7,3,0,1,1,0,9,9.3,2026-01-04
Nick Smith Jr.,LAL,MEM,W,15,0,4,0.0,0,3,0.0,0,0,,0,0,0,0,0,0,0,2,0,-3.6,2026-01-04
Nikola Jović,MIA,NOP,W,26,7,16,0.438,2,8,0.25,3,4,0.75,2,4,6,3,3,2,2,0,19,17.3,2026-01-04
Nique Clifford,SAC,MIL,L,19,3,5,0.6,0,1,0.0,1,2,0.5,0,2,2,1,1,0,0,1,7,6.2,2026-01-04
Noah Clowney,BKN,DEN,W,29,6,10,0.6,4,6,0.667,6,7,0.857,2,4,6,2,0,1,1,2,22,19.9,2026-01-04
Nolan Traore,BKN,DEN,W,18,2,10,0.2,1,7,0.143,0,0,,0,3,3,4,0,0,2,0,5,0.5,2026-01-04
Norman Powell,MIA,NOP,W,29,11,15,0.733,9,12,0.75,3,4,0.75,0,3,3,3,2,0,0,3,34,31.3,2026-01-04
Oso Ighodaro,PHX,OKC,W,24,2,3,0.667,0,0,,1,4,0.25,2,6,8,0,0,0,1,3,5,3.5,2026-01-04
Paolo Banchero,ORL,IND,W,36,9,18,0.5,3,5,0.6,7,9,0.778,0,12,12,5,1,0,1,1,28,24.9,2026-01-04
Pascal Siakam,IND,ORL,L,36,14,21,0.667,2,4,0.5,4,4,1.0,1,6,7,5,0,0,1,3,34,28.7,2026-01-04
Paul Reed,DET,CLE,W,30,4,9,0.444,0,1,0.0,0,0,,4,4,8,4,1,0,1,1,8,9.7,2026-01-04
Pelle Larsson,MIA,NOP,W,26,7,15,0.467,1,5,0.2,1,3,0.333,1,2,3,6,3,0,2,0,16,14.0,2026-01-04
Peyton Watson,DEN,BKN,L,29,8,14,0.571,1,4,0.25,6,7,0.857,1,3,4,2,0,1,1,4,23,17.1,2026-01-04
Precious Achiuwa,SAC,MIL,L,15,2,3,0.667,0,0,,0,0,,0,3,3,0,2,0,0,2,4,4.8,2026-01-04
Rob Dillingham,MIN,WAS,W,7,0,2,0.0,0,0,,0,0,,0,0,0,0,0,0,2,2,0,-4.2,2026-01-04
Ronald Holland II,DET,CLE,W,18,2,7,0.286,1,6,0.167,3,3,1.0,3,7,10,0,2,1,2,4,8,7.2,2026-01-04
Royce O'Neale,PHX,OKC,W,32,1,8,0.125,1,6,0.167,0,0,,2,4,6,3,0,1,2,3,3,0.0,2026-01-04
Rudy Gobert,MIN,WAS,W,29,8,10,0.8,0,0,,2,2,1.0,6,8,14,0,0,4,1,0,18,22.6,2026-01-04
Russell Westbrook,SAC,MIL,L,38,5,16,0.313,1,8,0.125,10,12,0.833,1,5,6,3,4,3,3,5,21,16.4,2026-01-04
Ryan Dunn,PHX,OKC,W,21,3,8,0.375,3,7,0.429,0,0,,2,6,8,2,0,0,1,1,9,7.8,2026-01-04
Ryan Rollins,MIL,SAC,W,34,4,11,0.364,2,5,0.4,2,2,1.0,1,5,6,3,1,0,2,5,12,7.2,2026-01-04
Sam Merrill,CLE,DET,L,27,5,8,0.625,5,7,0.714,0,0,,1,2,3,2,1,0,2,6,15,10.7,2026-01-04
Santi Aldama,MEM,LAL,L,31,4,13,0.308,0,4,0.0,4,6,0.667,4,6,10,7,1,0,1,4,12,11.6,2026-01-04
Shai Gilgeous-Alexander,OKC,PHX,L,36,8,22,0.364,1,5,0.2,8,9,0.889,0,0,0,6,0,0,3,3,25,12.4,2026-01-04
Simone Fontecchio,MIA,NOP,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-04
Spencer Jones,DEN,BKN,L,27,1,4,0.25,1,2,0.5,0,0,,0,1,1,0,2,0,0,3,3,1.7,2026-01-04
T.J. McConnell,IND,ORL,L,21,5,9,0.556,0,0,,0,0,,2,2,4,5,0,0,2,2,10,8.4,2026-01-04
Terance Mann,BKN,DEN,W,26,2,5,0.4,0,0,,2,2,1.0,3,1,4,6,2,1,0,5,6,10.6,2026-01-04
Thomas Bryant,CLE,DET,L,15,1,2,0.5,1,2,0.5,4,4,1.0,2,2,4,1,1,1,1,1,7,9.0,2026-01-04
Tim Hardaway Jr.,DEN,BKN,L,34,7,12,0.583,5,10,0.5,7,9,0.778,0,2,2,1,0,0,0,3,26,19.7,2026-01-04
Tony Bradley,IND,ORL,L,7,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,1.0,2026-01-04
Tre Johnson,WAS,MIN,L,27,3,11,0.273,1,5,0.2,6,6,1.0,0,3,3,3,1,0,2,3,13,7.3,2026-01-04
Trey Alexander,NOP,MIA,L,2,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,2026-01-04
Trey Murphy III,NOP,MIA,L,38,10,19,0.526,7,15,0.467,0,0,,0,8,8,5,1,1,2,1,27,22.9,2026-01-04
Tristan Vukcevic,WAS,MIN,L,13,3,5,0.6,0,2,0.0,2,2,1.0,1,1,2,2,0,1,1,0,8,7.8,2026-01-04
Tristan da Silva,ORL,IND,W,28,4,8,0.5,2,4,0.5,0,0,,0,0,0,0,1,0,1,2,10,5.2,2026-01-04
Tyus Jones,ORL,IND,W,14,1,2,0.5,1,2,0.5,0,0,,0,0,0,2,0,1,0,0,3,4.1,2026-01-04
Wendell Carter Jr.,ORL,IND,W,32,6,10,0.6,1,3,0.333,5,8,0.625,3,9,12,4,2,0,1,2,18,20.0,2026-01-04
Will Riley,WAS,MIN,L,14,2,3,0.667,0,0,,2,2,1.0,1,2,3,1,1,0,3,0,6,4.7,2026-01-04
Yves Missi,NOP,MIA,L,17,3,5,0.6,0,0,,0,0,,1,4,5,1,0,1,1,1,6,5.6,2026-01-04
Zach LaVine,SAC,MIL,L,36,6,12,0.5,2,4,0.5,6,6,1.0,0,3,3,4,0,0,0,1,20,17.3,2026-01-04
Zeke Nnaji,DEN,BKN,L,18,2,3,0.667,0,0,,0,0,,1,2,3,1,1,2,0,0,4,7.1,2026-01-04
Ziaire Williams,BKN,DEN,W,19,5,6,0.833,2,3,0.667,1,1,1.0,0,3,3,1,1,1,0,3,13,12.9,2026-01-04
Zion Williamson,NOP,MIA,L,26,6,10,0.6,0,0,,0,0,,2,3,5,2,0,0,2,2,12,8.3,2026-01-04
Aaron Holiday,HOU,PHX,W,10,2,3,0.667,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,4,2.7,2026-01-05
Aaron Wiggins,OKC,CHA,L,25,4,8,0.5,2,4,0.5,1,2,0.5,0,2,2,0,2,2,0,1,11,10.2,2026-01-05
Adem Bona,PHI,DEN,L,23,4,5,0.8,0,0,,0,1,0.0,3,3,6,2,0,1,1,4,8,8.2,2026-01-05
Ajay Mitchell,OKC,CHA,L,24,4,9,0.444,2,4,0.5,1,2,0.5,2,1,3,2,3,0,0,1,11,11.6,2026-01-05
Al Horford,GSW,LAC,L,16,1,8,0.125,1,5,0.2,2,2,1.0,0,5,5,0,1,0,0,1,5,1.9,2026-01-05
Amen Thompson,HOU,PHX,W,37,5,13,0.385,0,0,,7,7,1.0,1,6,7,6,0,0,3,4,17,12.0,2026-01-05
Anfernee Simons,BOS,CHI,W,27,9,16,0.563,8,14,0.571,1,2,0.5,2,1,3,3,0,0,3,0,27,19.8,2026-01-05
Ariel Hukporti,NYK,DET,L,9,1,3,0.333,0,1,0.0,0,0,,0,0,0,1,0,0,1,0,2,0.0,2026-01-05
Ausar Thompson,DET,NYK,W,20,4,8,0.5,0,0,,2,2,1.0,2,5,7,1,2,0,3,1,10,8.2,2026-01-05
