event_id,home_team,away_team,commence_time,bookmaker,market,player,direction,line,odds,timestamp
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Tyrese Maxey,Under,29.5,-112,2026-01-20T17:11:26.958587
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Devin Booker,Over,24.5,-110,2026-01-20T17:11:26.958589
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Devin Booker,Under,24.5,-115,2026-01-20T17:11:26.958591
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Paul George,Over,17.5,-111,2026-01-20T17:11:26.958592
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Paul George,Under,17.5,-115,2026-01-20T17:11:26.958594
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Dillon Brooks,Over,16.5,-116,2026-01-20T17:11:26.958596
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Dillon Brooks,Under,16.5,-110,2026-01-20T17:11:26.958598
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,VJ Edgecombe,Over,15.5,-114,2026-01-20T17:11:26.958600
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,VJ Edgecombe,Under,15.5,-111,2026-01-20T17:11:26.958601
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Grayson Allen,Over,13.5,-105,2026-01-20T17:11:26.958603
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Grayson Allen,Under,13.5,-122,2026-01-20T17:11:26.958604
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Jalen Green,Over,12.5,-107,2026-01-20T17:11:26.958606
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Jalen Green,Under,12.5,-119,2026-01-20T17:11:26.958607
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Kelly Oubre Jr,Over,11.5,-115,2026-01-20T17:11:26.958609
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Kelly Oubre Jr,Under,11.5,-111,2026-01-20T17:11:26.958610
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Quentin Grimes,Over,11.5,101,2026-01-20T17:11:26.958613
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Quentin Grimes,Under,11.5,-129,2026-01-20T17:11:26.958615
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Collin Gillespie,Over,10.5,-119,2026-01-20T17:11:26.958616
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Collin Gillespie,Under,10.5,-107,2026-01-20T17:11:26.958618
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Mark Williams,Over,9.5,-124,2026-01-20T17:11:26.958619
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Mark Williams,Under,9.5,-103,2026-01-20T17:11:26.958621
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Royce O'Neale,Over,8.5,-115,2026-01-20T17:11:26.958622
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,draftkings,player_points,Royce O'Neale,Under,8.5,-111,2026-01-20T17:11:26.958624
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,fanatics,player_points,Kelly Oubre Jr,Over,11.5,-115,2026-01-20T17:11:26.958626
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,fanatics,player_points,Kelly Oubre Jr,Under,11.5,-115,2026-01-20T17:11:26.958628
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Andre Drummond,Over,8.5,108,2026-01-20T17:11:26.958631
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Andre Drummond,Under,8.5,-145,2026-01-20T17:11:26.958633
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Paul George,Over,17.5,-122,2026-01-20T17:11:26.958635
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Paul George,Under,17.5,-111,2026-01-20T17:11:26.958637
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Grayson Allen,Over,13.5,-107,2026-01-20T17:11:26.958638
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Grayson Allen,Under,13.5,-125,2026-01-20T17:11:26.958640
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Royce O'Neale,Over,8.5,-115,2026-01-20T17:11:26.958641
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Royce O'Neale,Under,8.5,-117,2026-01-20T17:11:26.958643
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Mark Williams,Over,9.5,-120,2026-01-20T17:11:26.958644
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Mark Williams,Under,9.5,-112,2026-01-20T17:11:26.958646
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Dillon Brooks,Over,16.5,-125,2026-01-20T17:11:26.958649
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Dillon Brooks,Under,16.5,-107,2026-01-20T17:11:26.958650
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Collin Gillespie,Over,10.5,-113,2026-01-20T17:11:26.958652
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Collin Gillespie,Under,10.5,-118,2026-01-20T17:11:26.958654
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Devin Booker,Over,24.5,-113,2026-01-20T17:11:26.958655
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Devin Booker,Under,24.5,-118,2026-01-20T17:11:26.958658
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Kelly Oubre Jr,Over,11.5,100,2026-01-20T17:11:26.958660
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Kelly Oubre Jr,Under,11.5,-130,2026-01-20T17:11:26.958662
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Tyrese Maxey,Over,29.5,-110,2026-01-20T17:11:26.958663
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Tyrese Maxey,Under,29.5,-121,2026-01-20T17:11:26.958664
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Quentin Grimes,Over,11.5,-102,2026-01-20T17:11:26.958667
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,Quentin Grimes,Under,11.5,-130,2026-01-20T17:11:26.958669
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,VJ Edgecombe,Over,15.5,-118,2026-01-20T17:11:26.958670
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,williamhill_us,player_points,VJ Edgecombe,Under,15.5,-113,2026-01-20T17:11:26.958672
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Tyrese Maxey,Over,29.5,-109,2026-01-20T17:11:26.958675
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Tyrese Maxey,Under,29.5,-119,2026-01-20T17:11:26.958678
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Dillon Brooks,Over,16.5,-125,2026-01-20T17:11:26.958680
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Dillon Brooks,Under,16.5,-103,2026-01-20T17:11:26.958681
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Royce O'Neale,Over,8.5,-112,2026-01-20T17:11:26.958683
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Royce O'Neale,Under,8.5,-115,2026-01-20T17:11:26.958684
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,VJ Edgecombe,Over,15.5,-119,2026-01-20T17:11:26.958687
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,VJ Edgecombe,Under,15.5,-109,2026-01-20T17:11:26.958688
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Devin Booker,Over,24.5,-108,2026-01-20T17:11:26.958690
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Devin Booker,Under,24.5,-120,2026-01-20T17:11:26.958691
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Grayson Allen,Over,13.5,-105,2026-01-20T17:11:26.958693
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Grayson Allen,Under,13.5,-123,2026-01-20T17:11:26.958694
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Quentin Grimes,Over,11.5,100,2026-01-20T17:11:26.958696
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Quentin Grimes,Under,11.5,-130,2026-01-20T17:11:26.958697
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Collin Gillespie,Over,9.5,-123,2026-01-20T17:11:26.958699
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Collin Gillespie,Under,9.5,-105,2026-01-20T17:11:26.958700
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Mark Williams,Over,9.5,-115,2026-01-20T17:11:26.958703
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Mark Williams,Under,9.5,-112,2026-01-20T17:11:26.958705
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Paul George,Over,17.5,-114,2026-01-20T17:11:26.958707
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Paul George,Under,17.5,-114,2026-01-20T17:11:26.958708
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Kelly Oubre Jr,Over,10.5,-123,2026-01-20T17:11:26.958710
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Kelly Oubre Jr,Under,10.5,-105,2026-01-20T17:11:26.958711
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Andre Drummond,Over,7.5,-120,2026-01-20T17:11:26.958713
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Andre Drummond,Under,7.5,-108,2026-01-20T17:11:26.958714
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Adem Bona,Over,5.5,-130,2026-01-20T17:11:26.958716
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Adem Bona,Under,5.5,100,2026-01-20T17:11:26.958717
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Jalen Green,Over,12.5,-105,2026-01-20T17:11:26.958720
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betonlineag,player_points,Jalen Green,Under,12.5,-123,2026-01-20T17:11:26.958721
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Tyrese Maxey,Over,29.5,-110,2026-01-20T17:11:26.958724
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Tyrese Maxey,Under,29.5,-120,2026-01-20T17:11:26.958725
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Mark Williams,Over,9.5,-140,2026-01-20T17:11:26.958727
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Mark Williams,Under,9.5,105,2026-01-20T17:11:26.958728
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Grayson Allen,Over,12.5,-115,2026-01-20T17:11:26.958730
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Grayson Allen,Under,12.5,-115,2026-01-20T17:11:26.958732
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Devin Booker,Over,24.5,-110,2026-01-20T17:11:26.958733
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Devin Booker,Under,24.5,-120,2026-01-20T17:11:26.958735
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Dillon Brooks,Over,16.5,-120,2026-01-20T17:11:26.958737
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Dillon Brooks,Under,16.5,-110,2026-01-20T17:11:26.958739
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Oso Ighodaro,Over,4.5,-110,2026-01-20T17:11:26.958740
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Oso Ighodaro,Under,4.5,-118,2026-01-20T17:11:26.958742
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Collin Gillespie,Over,10.5,-110,2026-01-20T17:11:26.958743
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Collin Gillespie,Under,10.5,-118,2026-01-20T17:11:26.958745
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Quentin Grimes,Over,11.5,-130,2026-01-20T17:11:26.958746
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Quentin Grimes,Under,11.5,100,2026-01-20T17:11:26.958748
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Royce O'Neale,Over,8.5,-115,2026-01-20T17:11:26.958749
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Royce O'Neale,Under,8.5,-118,2026-01-20T17:11:26.958751
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Jalen Green,Over,12.5,-120,2026-01-20T17:11:26.958753
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Jalen Green,Under,12.5,-110,2026-01-20T17:11:26.958755
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,VJ Edgecombe,Over,15.5,-110,2026-01-20T17:11:26.958756
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,VJ Edgecombe,Under,15.5,-118,2026-01-20T17:11:26.958758
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Kelly Oubre Jr,Over,12.5,-110,2026-01-20T17:11:26.958759
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Kelly Oubre Jr,Under,12.5,-120,2026-01-20T17:11:26.958762
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Andre Drummond,Over,6.5,-125,2026-01-20T17:11:26.958764
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Andre Drummond,Under,6.5,-105,2026-01-20T17:11:26.958766
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Paul George,Over,17.5,-110,2026-01-20T17:11:26.958769
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betmgm,player_points,Paul George,Under,17.5,-120,2026-01-20T17:11:26.958771
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betrivers,player_points,VJ Edgecombe,Over,14.5,-155,2026-01-20T17:11:26.958774
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betrivers,player_points,VJ Edgecombe,Under,14.5,114,2026-01-20T17:11:26.958775
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betrivers,player_points,Jalen Green,Over,11.5,-157,2026-01-20T17:11:26.958777
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betrivers,player_points,Jalen Green,Under,11.5,115,2026-01-20T17:11:26.958778
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betrivers,player_points,Kelly Oubre Jr,Over,10.5,-130,2026-01-20T17:11:26.958780
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betrivers,player_points,Kelly Oubre Jr,Under,10.5,-103,2026-01-20T17:11:26.958781
8b31228a946c10f7e851d0948dd174f0,Philadelphia 76ers,Phoenix Suns,2026-01-21T00:10:00Z,betrivers,player_points,Devin Booker,Over,25.5,116,2026-01-20T17:11:26.958783
